HGNC symbol	MGI symbol
RNU6-114P	Gm25664
RNU6ATAC2P	Gm23879
RNU6-643P	Gm25235
RNU6-643P	Gm22019
RNU6-332P	Gm22345
RNU6-929P	Gm23138
RNU6-929P	Gm24538
PSMC2	Psmc2
FAM71E1	Fam71e1
OR10A6	Olfr518
AIM1	Aim1
	Gm22435
	Gm24888
C1R	C1rb
TGS1	Gm5117
	Gm26406
	Gm22592
	Gm24039
	Gm22763
	Gm24709
	Gm22881
	Gm26345
	Gm22916
	Gm22671
	Gm24352
	Gm24210
	Gm23698
	Gm22670
	Gm22273
	Gm23323
RNU6-339P	Gm22829
RNU6-648P	Gm25600
RERGL	Rergl
RNU6-604P	Gm24762
TAS2R46	Tas2r120
	Gm22488
RNU6-1229P	Gm25257
NFATC4	Nfatc4
RNU6-889P	Gm22555
RNU6-889P	Gm22621
RNU6-889P	Gm24712
ZIC3	Zic3
RNU6-1298P	Gm25332
GGCX	Ggcx
	Gm25360
	Gm25939
	Gm27443
RNA5S10	Gm23284
TERF2	Terf2
	Gm24045
TMEM255B	Tmem255b
PRSS37	Prss37
TGM4	Tgm4
KRTAP10-3	Gm3238
CCL15-CCL14	Ccl9
CCL15-CCL14	Ccl6
TAS2R30	Tas2r120
RN7SL814P	Gm22649
ZNF146	Zfp146
SBNO2	Sbno2
	Gm22890
	Gm22315
	Gm25117
	Gm24879
RNU6-293P	Gm25269
VAMP7	Vamp7
RNA5SP50	n-R5s166
SNORD121A	Gm24837
SNORD121A	Gm23090
DTD1	Dtd1
RN7SKP261	Gm23250
	Gm26186
CD69	Cd69
RNU6-1126P	Gm25257
ZFP92	Zfp92
	Sars2
NOP2	Nop2
PPP2CB	Ppp2cb
CEACAM18	Ceacam18
TSLP	Tslp
	Gm27838
	Gm27943
SEMA7A	Sema7a
OR10A3	Olfr518
HBQ1	Hbq1a
CHAF1B	Chaf1b
RNU4-63P	Gm22106
OR8B8	Olfr145
GCM1	Gcm1
BFSP2	Bfsp2
C15orf43	4933406J08Rik
TBL3	Tbl3
ZSCAN18	Zscan18
RNA5SP281	Gm26213
RNU6-999P	Gm26424
	Gm23679
HSF2	Hsf2
RNY1P7	Gm24045
	Gm23105
HSPE1	Hspe1
RNU6-751P	Gm25332
RNU6-554P	Gm25257
RNU6-1251P	Gm24798
COMMD8	Commd8
GPRC5B	Gprc5b
RN7SKP272	Gm23829
RNU6-979P	Gm24839
TRAPPC2L	Trappc2l
SIX1	Six1
OR4C3	Olfr1264
RNU2-1	Gm25360
RNU2-1	Gm25939
	Gm27602
CXorf23	A830080D01Rik
	Gm27492
REL	Rel
EDA2R	Eda2r
CHCHD4	Chchd4
HEY2	Hey2
STAM2	Stam2
APOLD1	Apold1
RNA5SP321	Gm23756
RNA5SP226	n-R5s18
OR5T1	Olfr1093
OR5T1	Olfr1094
NAA15	Naa15
POLR2F	Polr2f
	Gm25852
MEP1B	Mep1b
SNORD14D	Snord14d
FPR3	Fpr-rs7
RNU6-137P	Gm24925
	Gm22940
RNU1-68P	Gm25280
	B230307C23Rik
KPNA6	Kpna6
RNA5SP384	n-R5s18
RNU6-989P	Gm22769
	Gm26094
	Gm23953
	Gm22047
	Gm22289
	Gm24609
	Gm25474
	Gm22631
	Gm25157
	Gm23089
	Gm23141
	Gm24153
	Gm24518
	Gm23359
	Snord116l2
	Gm23549
	Gm25816
	Gm22128
	Gm26502
	Gm22046
	Gm24711
	Gm26223
RNU2-42P	Gm23661
KLHL36	Klhl36
SOX6	Sox6
CR2	Cr2
DRGX	Prrxl1
CLEC12B	Clec12b
KRTAP10-8	Gm3238
OR4X2	Olfr1265
RNA5SP135	Gm25164
MAGIX	Magix
ZEB1	Zeb1
PCDH8	Pcdh8
RNA5SP280	n-R5s42
RNU1-23P	Gm22809
ZNF804B	Zfp804b
TGIF2-C20orf24	1110008F13Rik
RNU6-988P	Gm24925
SRY	Sry
SENP8	Senp8
OR9A4	Olfr460
SLC9A5	Slc9a5
RNU4-24P	Gm25284
RNU6-1312P	Gm22349
RNU6-1312P	Gm25465
RNU6-1312P	Gm23080
RNU6-1312P	Gm23306
RNU6-1312P	Gm24437
RNU6-1312P	Gm25903
RNU6-1312P	Gm25254
RNU6-1312P	Gm22263
ZNF697	Zfp697
RNU6-550P	Gm22345
RN7SKP56	Gm23218
RBMY1F	Gm21704
RBMY1F	Gm3376
RBMY1F	Gm4064
RBMY1F	Gm10352
RBMY1F	Gm29289
RBMY1F	Rbmy
TUBA3D	Tuba3a
KIF19	Kif19a
SNORA17	Gm26379
SNORA17	Gm25617
SNORA17	Gm25053
RNU6-900P	Gm23241
RNU6-609P	Gm22004
RNU6-609P	Gm25416
RNU6-1	Gm25405
ARAP3	Arap3
KRTAP10-9	Gm3238
RNA5SP327	n-R5s18
TAS2R20	Tas2r120
	Hdgfrp2
PACRG	Pacrg
RNU6-1338P	Gm22067
PRAMEF25	Gm3176
PRAMEF25	Gm7978
PRAMEF25	Gm7982
RNU4-14P	Gm25279
CMTR1	Cmtr1
	Gm23661
LHFPL3	Lhfpl3
CCDC176	Ccdc176
PRAMEF18	Gm3176
PRAMEF18	Gm7978
PRAMEF18	Gm7982
SGMS1	Sgms1
UGT1A10	Ugt1a8
RNA5SP424	Gm24186
RNU6-1305P	Gm22476
RNU6-584P	Gm22961
SLC29A2	Slc29a2
RNU6-1294P	Gm22557
RNU1-36P	Gm25581
GRM8	Grm8
	Gm25702
	Gm23665
	Gm24487
	Gm25010
	Gm25884
EHD2	Ehd2
SALL2	Sall2
KLK8	Klk8
CYP2A13	Cyp2a4
TRIM29	Trim29
RNU6-394P	Gm25332
RNU6-317P	Gm23815
IDH3A	Idh3a
TARS2	Tars2
TMC2	Tmc2
SORD	Sord
SNORA34	Snora34
BEGAIN	Begain
RNA5SP295	Gm23342
RNA5SP148	Gm23198
LRRC58	Lrrc58
RNU11	Rnu11
SAC3D1	Sac3d1
RNU6-1197P	Gm25772
OR2A2	Olfr437
RNU6-580P	Gm23589
RARRES1	Rarres1
RNU1-14P	Gm25581
UGT1A7	Ugt1a8
RBMY1J	Gm21704
RBMY1J	Gm3376
RBMY1J	Gm4064
RBMY1J	Gm10352
RBMY1J	Gm29289
RBMY1J	Rbmy
OR7A17	Olfr1354
OR7A17	Olfr57
RNU2-43P	Gm25259
NUDT18	Nudt18
RNU6-1292P	Gm23058
RNU6-113P	Gm23462
OR2F2	Olfr452
NEUROD6	Neurod6
ANXA11	Anxa11
SNORD99	Snord99
HDDC2	Hddc2
NCR1	Ncr1
SPI1	Spi1
PRAMEF14	Gm3176
PRAMEF14	Gm7978
PRAMEF14	Gm7982
FAM177A1	1700047I17Rik2
SNORD38B	Gm22980
PAPD7	Papd7
RNA5SP353	Gm26381
	Gm25280
AMPH	Amph
METTL22	Mettl22
	Gm25480
SPIN2B	Spin2e
SPIN2B	Gm20772
SPIN2B	Gm20831
SPIN2B	Gm20873
SPIN2B	Gm21310
SPIN2B	Gm20795
CLEC5A	Clec5a
OR8K3	Olfr1082
OR8K3	Olfr1084
OR8K3	Olfr1085
OR8K3	Olfr1089
OR8K3	Olfr1090
AKR1C1	Akr1c13
RPS13	Rps13
SERTAD3	Sertad3
FAM71D	Fam71d
RNA5SP486	n-R5s30
RNU1-5P	Gm25280
CCL23	Ccl9
CCL23	Ccl6
SNORA15	Snora15
RNU1-20P	Gm23540
CCR8	Ccr8
SNORA2B	Gm25896
AKR1C3	Akr1c13
RPL7L1	Rpl7l1
PRAMEF20	Gm3176
PRAMEF20	Gm7978
PRAMEF20	Gm7982
RNU6ATAC23P	Gm22031
RNU6-324P	Gm23462
EIF3K	Eif3k
HS2ST1	Hs2st1
PHF20L1	Phf20l1
	Gm23852
RNF20	Rnf20
RNU6-431P	Gm25326
TIMP4	Timp4
TAS2R50	Tas2r120
NUTM1	Nutm1
RALYL	Ralyl
RNU6-602P	Gm22770
RNU6-218P	Gm25600
NUP35	Gm4353
RN7SKP266	Gm24441
TNFSF13B	Tnfsf13b
RNU1-7P	Gm23027
RNU6-815P	Gm25827
FAM222A	Fam222a
KRTAP10-10	Gm3238
RBMY1B	Gm21704
RBMY1B	Gm3376
RBMY1B	Gm4064
RBMY1B	Gm10352
RBMY1B	Gm29289
RBMY1B	Rbmy
RNA5SP36	Gm24509
RNU6-770P	Gm22067
RNU6-1103P	Gm24468
RNU2-13P	Gm25007
GPR160	Gpr160
TBC1D9	Tbc1d9
WDR33	Wdr33
RNU2-56P	Gm22768
OR51V1	Olfr620
OR51V1	Olfr624
MREG	Mreg
RNA5S13	n-R5s108
LYPD3	Lypd3
RNU6-313P	Gm23209
RNA5SP112	Gm27266
RNU2-5P	Gm25259
	Gm3176
	Gm7978
	Gm7982
IGKV1D-17	Igkv14-130
IGKV1D-17	Igkv9-129
USP18	Usp18
SPTSSA	Sptssa
NCBP2	Ncbp2
RNA5SP318	n-R5s157
RNU2-58P	Gm25007
OR51B6	Olfr623
HSP90AA1	Hsp90aa1
RN7SKP81	Gm24441
FAM160B1	Fam160b1
SNORA79	Gm25848
	Gm27601
RNA5SP324	Gm26381
RN7SKP265	Gm24628
FMOD	Fmod
RN7SKP157	Gm23259
SENP5	Senp5
ZC3H12C	Zc3h12c
RN7SKP122	Gm26313
SCARNA1	Gm22767
OAF	Oaf
CLDND2	Cldnd2
PRAMEF1	Gm3176
PRAMEF1	Gm7978
PRAMEF1	Gm7982
RNA5SP162	n-R5s85
PRAMEF12	Gm3176
PRAMEF12	Gm7978
PRAMEF12	Gm7982
RNU6-197P	Gm26149
RNU6-936P	Gm24468
HSD3B2	Hsd3b3
HSD3B2	Hsd3b2
HSD3B2	Gm4450
HSD3B2	Gm10681
HSD3B2	Hsd3b5
HSD3B2	Hsd3b4
RNU6-1243P	Gm24042
RNU6-616P	Gm24099
RNU6-386P	Gm24517
E2F5	E2f5
TGM6	Tgm6
COPS7B	Cops7b
PTPRS	Ptprs
RBMY1D	Gm21704
RBMY1D	Gm3376
RBMY1D	Gm4064
RBMY1D	Gm10352
RBMY1D	Gm29289
RBMY1D	Rbmy
RNU1-103P	Gm24621
OR5T3	Olfr1093
OR5T3	Olfr1094
RNU2-26P	Gm25259
RNU6-45P	Gm25326
ETNK1	Etnk1
USP41	Usp18
	Gm25777
EBF2	Ebf2
RNU6-1106P	Gm26206
MYADML2	Myadml2
RNA5SP371	Gm23756
	Snora15
PPM1K	Ppm1k
PARP16	Parp16
RNA5SP403	Gm24573
PHF24	N28178
FPR2	Fpr-rs7
LRRN3	Lrrn3
APBA3	Apba3
COG6	Cog6
RN7SL307P	Gm22649
RNA5SP105	Gm24738
CARNS1	Carns1
PRAMEF4	Gm3176
PRAMEF4	Gm7978
PRAMEF4	Gm7982
TXNIP	Txnip
RNA5SP356	n-R5s166
RNU6-665P	Gm22500
STAMBP	Stambp
RN7SKP248	Gm22533
RNU6ATAC20P	Gm26007
RAB20	Rab20
PRAMEF11	Gm3176
PRAMEF11	Gm7978
PRAMEF11	Gm7982
RNU6-1066P	Gm23117
PRAMEF10	Gm3176
PRAMEF10	Gm7978
PRAMEF10	Gm7982
RNU6-8	Gm26243
RNU6-1188P	Gm22977
MIA3	Mia3
FBXO32	Fbxo32
RNU5A-8P	Gm23287
RNU5A-8P	Gm25099
RNU5A-8P	Gm24871
KRTAP10-5	Gm3238
SLC26A2	Slc26a2
CEACAM21	Psg18
TUBA3C	Tuba3a
RNU6-787P	Gm24697
H2BFM	H2bfm
OR2W1	Olfr1369-ps1
	Gm23406
	Gm22459
	Gm22615
C6orf118	1700010I14Rik
POLR3G	Polr3g
RNU6-659P	Gm24468
MRPS22	Mrps22
RN7SKP60	Gm25292
NDRG3	Ndrg3
PRAMEF8	Gm3176
PRAMEF8	Gm7978
PRAMEF8	Gm7982
CYP2A6	Cyp2a4
CETN3	Cetn3
CYTIP	Cytip
RNA5SP432	n-R5s166
P2RX6	P2rx6
LRRC48	Lrrc48
RN7SKP109	Gm25445
RNU6-373P	Gm26411
PPP1R42	Ppp1r42
RNU6-973P	Gm25257
RNU1-22P	Gm26263
TMEM127	Tmem127
SNORA44	Snora44
SNORA44	Gm22300
GP9	Gp9
RNU6-497P	Gm25332
RN7SKP252	Gm22948
TRIM66	Trim66
RNU6-1117P	Gm25257
RNU6-47P	Gm25873
KRTAP10-6	Gm3238
RNU2-33P	Gm25259
RNU6-680P	Gm25384
RNU6-680P	Gm22951
ZCCHC7	Zcchc7
RBMY1E	Gm21704
RBMY1E	Gm3376
RBMY1E	Gm4064
RBMY1E	Gm10352
RBMY1E	Gm29289
RBMY1E	Rbmy
MYO10	Myo10
FGF22	Fgf22
DPY30	Dpy30
TMEM108	Tmem108
	Gm23960
HYAL4	Hyal4
RNU6-38P	Gm23614
RNU6-922P	Gm24898
SPIN2A	Spin2e
SPIN2A	Gm20772
SPIN2A	Gm20831
SPIN2A	Gm20873
SPIN2A	Gm21310
SPIN2A	Gm20795
RNU6-271P	Gm24178
MIPEP	Mipep
BLOC1S3	Bloc1s3
NPR2	Npr2
LRRC1	Lrrc1
	Gm25419
RNU6-106P	Gm25382
HAMP	Hamp
AKT1S1	Akt1s1
GALNS	Galns
KRTAP10-7	Gm3238
PRAMEF26	Gm3176
PRAMEF26	Gm7978
PRAMEF26	Gm7982
NIN	Nin
RN7SL335P	Gm22649
CEBPA	Cebpa
TMEM262	BC048609
EXOSC2	Exosc2
CLDND1	Cldnd1
SULT2A1	Sult2a1
	Gm25038
STT3B	Stt3b
PRICKLE3	Prickle3
BRD9	Brd9
ATP4B	Atp4b
UGT1A6	Ugt1a8
RN7SL518P	Gm25687
LUC7L3	Luc7l3
VDAC3	Vdac3
MRPL36	Mrpl36
CISD2	Cisd2
C8orf59	1810022K09Rik
PRSS8	Prss8
RNU6-775P	Gm25982
RNU6-788P	Gm25332
	Snora81
RNU6-1219P	Gm26206
C7orf62	4921511H03Rik
RNU6-353P	Gm25257
RNU6-1241P	Gm25382
DST	Dst
UGT1A9	Ugt1a8
RNU6-383P	Gm23715
	Gm27868
OBP2B	Obp2b
WARS2	Wars2
FAM90A1	4932442L08Rik
GLT1D1	Glt1d1
RNU6-400P	Gm22523
KLHL14	Klhl14
HSD3B1	Hsd3b3
HSD3B1	Hsd3b2
HSD3B1	Gm4450
HSD3B1	Gm10681
HSD3B1	Hsd3b5
HSD3B1	Hsd3b4
NKAIN4	Nkain4
TMEM14A	Tmem14a
RNU6-696P	Gm25810
RNU6-760P	Gm26206
	Gm25229
	Gm25840
	Gm24657
	Gm22253
	Gm22050
	Gm24952
	Gm25120
	Gm24418
	Gm25175
	Gm23687
	Gm24653
	Gm22274
	Gm25585
	Gm26390
	Gm24654
	Gm25209
	Gm23076
	Gm25146
	Gm22834
	Gm25077
	Gm26432
	Gm26392
	Gm24702
	Gm26374
	Gm26096
	Gm24417
	Gm22640
	Gm24585
	Gm25452
	Gm23145
	Gm23660
	Gm25988
	Gm25461
	Gm25449
	Gm23305
EPCAM	Epcam
SNORD55	Snord55
RNU5E-1	Gm23287
RNU5E-1	Gm25099
RNU5E-1	Gm24871
SPACA7	Spaca7
TAF5L	Taf5l
RN7SL177P	Gm22649
	Gm27280
CCL15	Ccl9
CCL15	Ccl6
HERPUD2	Herpud2
RNA5SP277	n-R5s18
RPLP1	Rplp1
SRD5A1	Srd5a1
LMO1	Lmo1
ZNF787	Zfp787
RNU6-167P	Gm25811
RNVU1-3	Gm22940
DCUN1D2	Dcun1d2
RNU6-395P	Gm25600
RN7SKP113	Gm22025
RNU6-61P	Gm24144
SARS2	Sars2
TAS2R31	Tas2r120
CCKBR	Cckbr
TAF13	Taf13
	Gm27717
NUP62	Nup62
RNU6-1148P	Gm24650
SLC7A8	Slc7a8
HIPK2	Hipk2
CLDN9	Cldn9
CLDN6	Cldn6
SYP	Syp
NCAPD2	Ncapd2
SLC25A26	Slc25a26
RNU6-1109P	Gm24234
PAX4	Pax4
GBP6	Gbp11
RNVU1-4	Gm22940
RNU6-336P	Gm25600
TWIST1	Twist1
HSD17B7	Hsd17b7
RNU6-347P	Gm25332
SNORA77	Gm25777
RNA5SP130	n-R5s220
RNU6-33P	Gm24508
POLR2D	Polr2d
CATSPERG	Catsperg2
EPHX1	Ephx1
	Gm27680
CLTB	Cltb
RNU6-827P	Gm23423
SCARNA10	Scarna10
RNU1-16P	Gm25587
GOLGA5	Golga5
	Gm27817
ANKRD12	Ankrd12
EGF	Egf
	Gm27470
SERPINB10	Serpinb10
RNU6-1297P	Gm26101
AMMECR1L	Ammecr1l
SNORA45B	Gm24888
UGT1A8	Ugt1a8
SLC52A1	Slc52a2
RNA5SP227	Gm22586
HIGD1A	Higd1a
EIF5B	Eif5b
ASCC1	Ascc1
H2BFWT	H2bfm
RNF113B	Rnf113a2
RNU7-50P	Gm25702
RNU7-50P	Gm23665
RNU7-50P	Gm24487
RNU7-50P	Gm25010
RNU7-50P	Gm25884
RNU4-37P	Gm25131
UVSSA	Uvssa
CIDEC	Cidec
PTBP1	Ptbp1
RNU6-1034P	Gm24468
NOP10	Nop10
SGSM3	Sgsm3
CLIC5	Clic5
GRID1	Grid1
KBTBD4	Kbtbd4
TRMT112	Trmt112
DOK5	Dok5
RNU6-803P	Gm25332
NPAS4	Npas4
TMSB15A	Tmsb15b1
TMSB15A	Tmsb15b2
TMSB15A	Tmsb15l
RNU6-623P	Gm25332
NLGN1	Nlgn1
FCER1G	Fcer1g
DNM3	Dnm3
RNA5SP458	n-R5s166
ADAM23	Adam23
CHST13	Chst13
SULT1E1	Sult1e1
LINC00493	Gm561
ZBTB18	Zbtb18
RNA5SP216	n-R5s158
TFPT	Tfpt
RNA5SP372	n-R5s36
RN7SKP188	Gm25902
RNU4-52P	Gm25279
	Snord78
TMEM229B	Gm5423
OR2W3	Olfr322
	Gm27913
SLC36A3	Slc36a3
CCDC83	Ccdc83
RNU6-147P	Gm25382
RNU2-32P	Gm25259
BHMG1	Gm4969
RNU6-1097P	Gm23241
RNU2-41P	Gm23661
TAS2R3	Tas2r137
ING1	Ing1
FRMD4A	Frmd4a
RNU1-85P	Gm24977
RNU1-85P	Gm25513
BTNL2	Btnl2
NLN	Nln
ESYT3	Esyt3
RNU6-21P	Gm25851
SNORA11	Gm24907
RNU6-828P	Gm23678
RNU6-630P	Gm24925
SLC52A2	Slc52a2
RNU5E-6P	Gm23287
RNU5E-6P	Gm25099
RNU5E-6P	Gm24871
PRAMEF2	Gm3176
PRAMEF2	Gm7978
PRAMEF2	Gm7982
RNU1-6P	Gm25280
PPP2R5C	Ppp2r5c
RNU6-448P	Gm22067
RNU6-809P	Gm23678
GIMAP1-GIMAP5	Gimap3
RNF113A	Rnf113a2
TUBB4B	Tubb4b
TMSB15B	Tmsb15b1
TMSB15B	Tmsb15b2
TMSB15B	Tmsb15l
RNA5SP245	n-R5s42
HCRTR1	Hcrtr1
IRS2	Irs2
PLP2	Plp2
RNA5SP339	Gm25164
RPGRIP1L	Rpgrip1l
RNA5SP156	n-R5s15
RNA5SP156	n-R5s31
TEDDM1	Teddm1a
TEDDM1	Teddm1b
ARPC4	Arpc4
TM7SF3	Tm7sf3
RNU6-71P	Gm25382
ARNTL	Arntl
SLC33A1	Slc33a1
UBE2Q2	E330021D16Rik
RAB9B	Rab9b
MAN1B1	Man1b1
HEATR5B	Heatr5b
RNU6-273P	Gm24667
C1S	C1s2
C1S	C1s1
DPCR1	Dpcr1
	Gm26457
SDK1	Sdk1
RNU6-421P	Gm22961
CIAO1	Ciao1
	Trappc10
RNU6-340P	Gm25815
ZFY	Zfy1
AKR1C2	Akr1c13
CLEC1A	Clec1a
ACTRT1	Actrt1
SBK1	Sbk1
GBGT1	Gbgt1
RNU2-62P	Gm25259
RNU6-565P	Gm26226
RNU6-1092P	Gm24517
ZNF706	Zfp706
TIPRL	Tiprl
POMGNT2	Pomgnt2
SAMD8	Samd8
	Gm23212
RN7SKP82	Gm22217
GIN1	Gin1
SGPL1	Sgpl1
SETD1B	Setd1b
RNU1-56P	Gm22809
SMARCA1	Smarca1
SLC25A46	Slc25a46
	Tmsb15b1
	Tmsb15b2
	Tmsb15l
RNU6-384P	Gm26001
RNU6-384P	Gm22221
BHLHE40	Bhlhe40
SLC30A3	Slc30a3
IRF3	Irf3
TAS2R19	Tas2r120
PRAMEF19	Gm3176
PRAMEF19	Gm7978
PRAMEF19	Gm7982
ANKFN1	Ankfn1
KBTBD6	Kbtbd6
SNORA49	Gm26079
SNORD87	Snord87
RNU6-869P	Gm25851
PIK3IP1	Pik3ip1
DNAI2	Dnaic2
RNU105C	Gm24346
RN7SKP132	Gm22803
RNU2-49P	Gm25259
	Gm27867
RNA5SP307	n-R5s166
RNU6-248P	Gm22349
RNU6-248P	Gm25465
RNU6-248P	Gm23080
RNU6-248P	Gm23306
RNU6-248P	Gm24437
RNU6-248P	Gm25903
RNU6-248P	Gm25254
RNU6-248P	Gm22263
RN7SKP128	Gm22344
BTBD17	Btbd17
MRPS34	Mrps34
PLIN3	Plin3
RNU6-462P	Gm24667
PHLDB3	Phldb3
SNORA76A	Gm26265
	Gm25108
PRAMEF17	Gm3176
PRAMEF17	Gm7978
PRAMEF17	Gm7982
ACP1	Acp1
ADRB1	Adrb1
DUSP13	Dusp13
TP53I13	Trp53i13
	Gm27619
KANK3	Kank3
	Gm27335
SNORA4	Gm24616
RDH13	Rdh13
ESRRA	Esrra
SUCLG1	Suclg1
SNORD51	Gm26457
YWHAE	Ywhae
PAIP1	Paip1
MFSD10	Mfsd10
CEACAM3	Psg18
RNU5E-4P	Gm23287
RNU5E-4P	Gm25099
RNU5E-4P	Gm24871
RNU6-1328P	Gm24517
ALK	Alk
RNA5SP164	Gm26280
TRHR	Trhr
C16orf92	4930451I11Rik
	Gm22394
RHOB	Rhob
RBMY1A1	Gm21704
RBMY1A1	Gm3376
RBMY1A1	Gm4064
RBMY1A1	Gm10352
RBMY1A1	Gm29289
RBMY1A1	Rbmy
TPCN2	Tpcn2
RNA5SP278	n-R5s178
	Gm26047
	Gm24726
RNA5SP431	n-R5s32
VEGFB	Vegfb
SEC11C	Sec11c
CCER2	Gm6537
CPSF7	Cpsf7
OFD1	Ofd1
SNORA70F	Gm22163
RNU1-8P	Gm24626
PRAMEF7	Gm3176
PRAMEF7	Gm7978
PRAMEF7	Gm7982
SNORD88B	Gm23991
RNU6-221P	Gm25982
UBE2D2	Ube2d2b
RNU1-143P	Gm25280
CCDC149	Ccdc149
RNA5SP261	n-R5s171
CSNK2A3	Csnk2a1
TAS2R4	Tas2r108
RNA5SP459	Gm27952
RN7SKP165	Gm23624
SEMA6B	Sema6b
SNORD121B	Gm22888
RN7SKP136	Gm22514
ZNF235	Zfp108
ZNF235	Zfp235
RNU6-29P	Gm22623
PTK2	Ptk2
ZFX	Zfy1
SCARNA6	Scarna6
RNA5SP390	n-R5s42
RNU6-367P	Gm22557
RNU6-1041P	Gm25332
OR4D10	Olfr1424
OR4D10	Olfr1426
SPECC1L	Specc1l
	Gm22247
	Gm25635
AHCY	Gm4737
RLF	Rlf
RN7SKP171	Gm22025
ZDHHC6	Zdhhc6
RNA5SP344	Gm25488
PRIM2	Prim2
TMCO2	Tmco2
RNU1-74P	Gm25938
ICAM2	Icam2
RNU6-1212P	Gm23066
CRIM1	Crim1
KLHL13	Klhl13
EVI5	Evi5
KRTAP10-4	Gm3238
CEP135	Cep135
RNA5SP334	n-R5s180
RNU6-58P	Gm23676
RNU6-58P	Gm24776
SOX4	Sox4
AKR1C4	Akr1c13
RNU6-110P	Gm24536
KRTAP10-12	Gm3238
RN7SKP107	Gm23883
SPRY3	Spry3
	Mir677
RNU4-75P	Gm23429
CYP2A7	Cyp2a4
RNA5SP300	Gm23782
KRTAP10-11	Gm3238
IGKV1-16	Igkv14-130
IGKV1-16	Igkv9-129
EPS8L1	Eps8l1
AP1S3	Ap1s3
STARD4	Stard4
RNA5S3	n-R5s121
RNU6-1013P	Gm26143
RNA5SP476	n-R5s179
HERC4	Herc4
COLEC12	Colec12
PRAMEF15	Gm3176
PRAMEF15	Gm7978
PRAMEF15	Gm7982
SLC15A4	Slc15a4
NPW	Npw
LIMK2	Limk2
HSPD1	Hspd1
SCEL	Scel
GLYAT	Glyat
HGSNAT	Hgsnat
TRAPPC2B	Trappc2
ARGLU1	Arglu1
RNU6-165P	Gm25332
RNA5SP160	n-R5s210
SNRPB	Snrpb
GRINA	Grina
PRR29	2310007L24Rik
HCN4	Hcn4
NCF2	Ncf2
LSM1	Lsm1
RNU6-778P	Gm23483
RNA5SP90	n-R5s193
RNU4-85P	Gm23429
RNU6-1169P	Gm26446
	Gm25279
IGKV1D-13	Igkv14-130
IGKV1D-13	Igkv9-129
VWC2	Vwc2
LRRTM2	Lrrtm2
RNU6-48P	Gm24261
RNU6-660P	Gm25332
MTHFD2L	Mthfd2l
KRTAP10-1	Gm3238
ASXL3	Asxl3
CMC1	Cmc1
	Gm27522
RNA5SP37	Gm26400
CHCHD7	Chchd7
RN7SL325P	Gm22649
SLA2	Sla2
SLC3A2	Slc3a2
JAG1	Jag1
MSN	Msn
OR7A5	Olfr1354
OR7A5	Olfr57
RNU6-883P	Gm25494
RNU6-663P	Gm22558
	Gm27580
RNU6-23P	Gm25044
SYNGR3	Syngr3
C15orf39	1700017B05Rik
SNORA72	Gm23960
GIMAP5	Gimap3
OR7E24	Olfr868
OR7E24	Olfr873
GSX2	Gsx2
RNU6-1111P	Gm23589
RN7SKP233	Gm23671
	Gm22871
FOXB1	Foxb1
RNA5SP332	n-R5s42
	Gm25735
	Gm22662
RNU6-398P	Gm24928
ZCCHC2	Zcchc2
ELMO3	Elmo3
MMP9	Mmp9
B4GALT2	B4galt2
TRAPPC10	Trappc10
RNA5SP240	n-R5s18
FEZF1	Fezf1
POU6F1	Pou6f1
SNORD88A	Gm25809
SNORD88A	Snord88c
RNU6-102P	Gm24131
MRPS2	Mrps2
NPPC	Nppc
C4orf17	4930579F01Rik
LOXL1	Loxl1
XK	Xk
IL19	Il19
BIRC7	Birc7
SNORD101	Gm23130
USP12	Usp12
CTSL	BC051665
CTSL	Cts7
ZBTB24	Zbtb24
RNA5SP492	n-R5s30
SLC7A4	Slc7a4
RNU2-48P	Gm25259
SNORD54	Gm24016
LECT1	Lect1
GSPT1	Gspt1
RNA5SP25	n-R5s193
	Ccdc144b
RN7SKP247	Gm25372
PRDX5	Prdx5
UBL7	Ubl7
CDHR3	Cdhr3
RNU6-985P	Gm25235
RNU6-985P	Gm22019
RNU6-982P	Gm25332
SNORA48	Gm22890
SNORA48	Gm22315
SNORA48	Gm25117
SNORA48	Gm24879
SFTA2	Sfta2
PDCD6IP	Pdcd6ip
NME3	Nme3
ITIH3	Itih3
XRCC1	Xrcc1
TBC1D17	Tbc1d17
ARHGEF28	Arhgef28
CNR1	Cnr1
RNA5SP333	n-R5s180
RNU2-57P	Gm25259
C14orf28	Gm527
RN7SL87P	Gm25687
FOXN1	Foxn1
RNU6-159P	Gm24925
YWHAH	Ywhah
TAS2R14	Tas2r123
TAS2R14	Tas2r140
RNA5SP391	n-R5s79
RNA5S8	n-R5s121
	Gm25651
SUV420H2	Suv420h2
TTYH2	Ttyh2
SNRPD2	Snrpd2
RNU6-829P	Gm23754
VPS51	Vps51
RNU6-935P	Gm24773
GSTK1	Gstk1
RNU6-512P	Gm23185
LDLR	Ldlr
SRSF9	Srsf9
RN7SKP108	Gm25057
STRN3	Strn3
SLX4	Slx4
RN7SKP218	Gm25178
NAA50	Naa50
TCF25	Tcf25
SLC45A2	Slc45a2
OR2AK2	Olfr320
OR7A10	Olfr1354
OR7A10	Olfr57
GYPC	Gypc
RNU6-873P	Gm22578
FAM90A26	4932442L08Rik
OR5T2	Olfr141
SERGEF	Sergef
MPEG1	Pfpl
PRAMEF5	Gm3176
