Domain,assoc_id,PLOTS,In Figure 4D,FEATURE,Drug id,Drug name,Drug Target,N_FEATURE_pos,N_FEATURE_neg,log max.Conc.tested,log max.Conc.tested2,FEATUREpos_logIC50_MEAN,FEATUREneg_logIC50_MEAN,FEATURE_deltaMEAN_IC50,FEATUREpos_IC50_sd,FEATUREneg_IC50_sd,FEATURE_IC50_effect_size,FEATUREpos_Glass_delta,FEATUREneg_Glass_delta,FEATURE_ANOVA_pval,Tissue_ANOVA_pval,MEDIA_ANOVA_pval,MSI_ANOVA_pval,FEATURE_FDR
PANCAN,a100,WebPage,NO,WNK1_mut,290,KIN001-260,IKK,10,908,2.9957,NA,3.5823,4.6048,-1.0225,1.5123,1.1988,0.8505,0.68,0.85,1.2715E-05,1.3703E-85,1.5692E-04,8.0046E-01,2.0993
PANCAN,a349,WebPage,NO,gain:cnaPANCAN270 (JUN),1054,PD-0332991,"CDK4, CDK6",16,807,1.3863,0.6931,3.1013,1.7451,1.3562,1.3971,1.6056,0.8465,0.97,0.84,3.4956E-04,3.3066E-27,9.5575E-01,1.8961E-02,16.4497
PANCAN,a456,WebPage,NO,loss:cnaPANCAN224 (),1378,Bleomycin (50 uM),DNA damage,13,919,3.9120,NA,4.0399,2.3006,1.7393,1.8153,2.0724,0.8405,0.96,0.84,5.9005E-04,7.4361E-31,4.3327E-01,3.3942E-04,21.3642
PANCAN,a155,WebPage,NO,loss:cnaPANCAN361 (),1142,HG-5-113-01,"LOK, LTK, TRCB, ABL(T315I)",20,474,2.3026,NA,2.3803,1.5583,0.8219,1.2115,0.9698,0.8385,0.68,0.85,4.5518E-05,7.9585E-08,3.8048E-01,4.4963E-01,4.8202
PANCAN,a61,WebPage,NO,EWSR1-FLI1_fusion,276,CAY10603,HDAC6,17,896,2.9957,NA,-0.5200,0.9328,-1.4528,1.0468,1.7522,0.8338,1.39,0.83,1.4300E-06,1.7407E-36,7.9252E-02,6.1574E-01,0.3871
PANCAN,a254,WebPage,NO,gain:cnaPANCAN349 (INPP4A),346,THZ-2-102-1,CDK7,23,880,0.9163,2.9957,0.4786,-1.6009,2.0794,2.9000,2.5008,0.8280,0.72,0.83,1.5755E-04,9.1443E-38,2.0491E-03,3.5192E-01,10.2414
PANCAN,a108,WebPage,NO,gain:cnaPANCAN275 (SDHC),1003,Camptothecin,TOP1,44,802,-2.3026,NA,-2.6623,-4.1192,1.4569,2.2114,1.7342,0.8270,0.66,0.84,1.6922E-05,1.9751E-23,1.7564E-04,1.0441E-01,2.5604
PANCAN,a448,WebPage,NO,loss:cnaPANCAN169 (),254,AC220,FLT3,27,893,0.0237,NA,1.2885,2.1588,-0.8703,2.1429,1.0030,0.8269,0.41,0.87,5.7658E-04,2.6136E-47,4.4762E-02,9.4033E-01,21.1653
PANCAN,a452a,WebPage,NO,loss:cnaPANCAN227 (),330,XMD13-2,RIPK,29,891,2.3263,NA,4.4157,3.3278,1.0879,1.1211,1.3270,0.8234,0.97,0.82,5.8087E-04,6.6538E-57,3.7827E-04,7.4807E-01,21.2180
PANCAN,a452b,WebPage,NO,loss:cnaPANCAN228 (),330,XMD13-2,RIPK,29,891,2.3263,NA,4.4157,3.3278,1.0879,1.1211,1.3270,0.8234,0.97,0.82,5.8087E-04,6.6538E-57,3.7827E-04,7.4807E-01,21.2180
PANCAN,a77,WebPage,NO,EWSR1-FLI1_fusion,345,KIN001-270,CDK9,17,902,2.9957,NA,4.1522,4.8905,-0.7383,0.8068,0.9155,0.8080,0.92,0.81,3.8100E-06,1.5366E-57,9.0493E-02,5.2614E-02,0.8170
PANCAN,a54,WebPage,NO,NRAS_mut,1498,AZD6244,"MAP2K1 (MEK1), MAP2K2 (MEK2)",57,861,1.3863,NA,0.3640,1.7316,-1.3676,1.8801,1.7028,0.7978,0.73,0.80,8.7405E-07,1.0841E-54,2.6996E-01,6.1060E-02,0.2672
PANCAN,a94,WebPage,NO,NRAS_mut,1526,RDEA119 (rescreen),"MAP2K1 (MEK1), MAP2K2 (MEK2)",53,822,1.6094,NA,0.4567,1.7794,-1.3227,1.7339,1.6558,0.7966,0.76,0.80,8.0777E-06,3.5571E-62,8.1300E-01,1.6768E-01,1.4188
PANCAN,a224a,WebPage,NO,loss:cnaPANCAN227 (),1239,YK 4-279,RNA helicase A,24,768,2.3026,NA,2.5252,1.5206,1.0046,1.2277,1.2684,0.7928,0.82,0.79,1.1703E-04,1.2698E-08,5.6144E-01,4.4324E-02,8.6259
PANCAN,a224b,WebPage,NO,loss:cnaPANCAN228 (),1239,YK 4-279,RNA helicase A,24,768,2.3026,NA,2.5252,1.5206,1.0046,1.2277,1.2684,0.7928,0.82,0.79,1.1703E-04,1.2698E-08,5.6144E-01,4.4324E-02,8.6259
PANCAN,a321,WebPage,NO,gain:cnaPANCAN277 (DHX9),1003,Camptothecin,TOP1,27,819,-2.3026,NA,-2.6837,-4.0882,1.4045,2.2106,1.7584,0.7917,0.64,0.80,2.8581E-04,3.0614E-23,1.8765E-04,1.0555E-01,14.7009
PANCAN,a356,WebPage,NO,loss:cnaPANCAN290 (),1009,ATRA,Retinoic acid and retinoid X receptor agonist,14,823,2.3026,NA,4.9170,3.8838,1.0332,0.5152,1.3141,0.7914,2.01,0.79,3.6247E-04,5.6205E-31,7.0929E-02,2.1063E-01,16.6287
PANCAN,a172,WebPage,NO,gain:cnaPANCAN275 (SDHC),1054,PD-0332991,"CDK4, CDK6",43,780,1.3863,0.6931,2.9606,1.7059,1.2547,1.6099,1.5874,0.7899,0.78,0.79,5.6691E-05,2.3896E-27,9.5541E-01,1.8704E-02,5.4418
PANCAN,a223,WebPage,NO,EWSR1-FLI1_fusion,265,Tubastatin A,HDAC6,17,899,2.9957,NA,3.3594,4.4137,-1.0542,1.1630,1.3383,0.7894,0.91,0.79,1.1573E-04,3.0921E-74,5.0089E-06,7.6510E-01,8.5682
PANCAN,a204,WebPage,NO,loss:cnaPANCAN229 (),1175,AG-014699,"PARP1, PARP2",33,885,1.6094,NA,4.1646,3.3945,0.7701,0.7546,0.9861,0.7867,1.02,0.78,9.0634E-05,8.0189E-15,6.6661E-01,1.2288E-01,7.2938
PANCAN,a475,WebPage,NO,gain:cnaPANCAN300 (),1046,681640,"WEE1, CHEK1",24,733,0.6931,NA,2.9394,2.0858,0.8536,1.0462,1.0911,0.7832,0.82,0.78,6.4628E-04,1.9101E-08,2.8476E-01,4.1329E-04,22.4193
PANCAN,a500,WebPage,NO,XRN1_mut,1021,Axitinib,"PDGFR, KIT, VEGFR",13,831,0.6931,NA,0.9735,1.9767,-1.0032,2.3909,1.2598,0.7820,0.42,0.80,7.0932E-04,3.9871E-21,7.8871E-01,9.7206E-01,23.4227
PANCAN,a334,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",1057,NVP-BEZ235,PI3K (Class 1) and MTORC1/2,24,815,-1.3863,0.6931,-1.5316,-2.4740,0.9424,1.6634,1.1916,0.7807,0.57,0.79,3.0213E-04,9.6120E-14,5.6108E-01,2.8091E-02,14.9353
PANCAN,a362,WebPage,NO,EGFR_mut,1010,Gefitinib,EGFR,21,822,-0.6931,NA,0.2126,1.0704,-0.8578,1.9252,1.0711,0.7804,0.45,0.80,3.6519E-04,1.1274E-25,9.9949E-01,8.4035E-02,16.6287
PANCAN,a146,WebPage,NO,loss:cnaPANCAN359 (CUL3),290,KIN001-260,IKK,18,900,2.9957,NA,5.5105,4.5753,0.9351,0.5202,1.2091,0.7793,1.80,0.77,3.6112E-05,2.0401E-85,1.6056E-04,8.0068E-01,4.0556
PANCAN,a215a,WebPage,NO,loss:cnaPANCAN227 (),1175,AG-014699,"PARP1, PARP2",31,887,1.6094,NA,4.1550,3.3966,0.7584,0.7729,0.9861,0.7740,0.98,0.77,1.0301E-04,8.1229E-15,6.6672E-01,1.2293E-01,7.9108
PANCAN,a215b,WebPage,NO,loss:cnaPANCAN228 (),1175,AG-014699,"PARP1, PARP2",31,887,1.6094,NA,4.1550,3.3966,0.7584,0.7729,0.9861,0.7740,0.98,0.77,1.0301E-04,8.1229E-15,6.6672E-01,1.2293E-01,7.9108
PANCAN,a142,WebPage,NO,SOS1_mut,1236,UNC0638,"G9a(EHMT2), GLP(EHMT1)",9,919,2.9957,NA,2.1483,3.2245,-1.0761,2.3578,1.3792,0.7739,0.46,0.78,3.3903E-05,1.3511E-41,1.3905E-57,4.2548E-01,3.9420
PANCAN,a107,WebPage,NO,EWSR1-FLI1_fusion,219,AT-7519,CDK9,17,902,2.3263,NA,-0.3236,1.2049,-1.5285,1.3023,1.9957,0.7698,1.17,0.77,1.6861E-05,4.0861E-51,6.5893E-20,3.0653E-01,2.5604
PANCAN,a518,WebPage,NO,XRN1_mut,222,BX-912,PDPK1 (PDK1),15,906,2.3263,NA,1.3941,2.7719,-1.3777,2.2576,1.7930,0.7650,0.61,0.77,7.7458E-04,5.8322E-62,1.8950E-02,3.7384E-01,24.6489
PANCAN,a305,WebPage,NO,loss:cnaPANCAN229 (),1239,YK 4-279,RNA helicase A,26,766,2.3026,NA,2.4848,1.5193,0.9655,1.2493,1.2678,0.7619,0.77,0.76,2.5704E-04,1.3474E-08,5.6241E-01,4.4531E-02,13.9144
PANCAN,a192,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",133,Doxorubicin,DNA intercalating,26,846,0.0237,NA,-0.5408,-1.7944,1.2536,1.9345,1.6404,0.7599,0.65,0.76,7.3505E-05,4.8214E-05,5.3533E-01,5.8306E-02,6.3209
PANCAN,a58,WebPage,NO,EWSR1-FLI1_fusion,221,TAK-715,p38a,17,907,2.9957,2.3263,3.2912,4.1880,-0.8968,1.0505,1.1860,0.7576,0.85,0.76,1.2193E-06,1.5382E-54,3.5867E-03,2.2894E-01,0.3471
PANCAN,a251,WebPage,NO,gain:cnaPANCAN300 (),255,CP724714,ERBB2,24,897,2.3263,NA,3.5669,4.2729,-0.7059,1.7134,0.9068,0.7546,0.41,0.78,1.5487E-04,2.3313E-11,1.5842E-01,3.5090E-01,10.1873
PANCAN,a153,WebPage,NO,PIK3R1_mut,200,LAQ824,HDAC,23,850,0.0237,NA,-1.8839,-2.7990,0.9152,1.9433,1.1887,0.7541,0.47,0.77,4.1253E-05,5.5466E-14,2.9640E-02,8.7212E-01,4.4517
PANCAN,a495,WebPage,NO,loss:cnaPANCAN229 (),1042,BIRB 0796,"p38, JNK2",24,811,2.3026,NA,4.8176,4.1567,0.6608,0.8307,0.8783,0.7535,0.80,0.75,7.0454E-04,5.5618E-05,2.7956E-02,5.0074E-01,23.4192
PANCAN,a375,WebPage,NO,loss:cnaPANCAN360 (),136,Mitomycin C,DNA crosslinker,25,848,2.7726,NA,0.4066,-0.7764,1.1830,1.6637,1.5718,0.7514,0.71,0.75,3.8392E-04,1.0708E-05,7.7409E-01,1.1549E-01,16.8632
PANCAN,a52,WebPage,NO,NRAS_mut,1372,Trametinib,"MAP2K1 (MEK1), MAP2K2 (MEK2)",55,838,0.0000,NA,-2.7735,-0.9204,-1.8531,2.8328,2.4447,0.7503,0.65,0.76,5.3595E-07,5.9109E-63,1.8310E-01,2.1631E-01,0.1702
PANCAN,a358,WebPage,NO,BPTF_mut,182,Obatoclax Mesylate,"BCL2, BCL2L1, MCL1",13,851,2.7726,NA,0.3656,-0.9224,1.2880,2.5015,1.7070,0.7486,0.51,0.75,3.6323E-04,4.9403E-14,1.0666E-01,2.9599E-02,16.6287
PANCAN,a509,WebPage,NO,loss:cnaPANCAN359 (CUL3),287,KIN001-244,PDPK1 (PDK1),18,900,2.9957,NA,4.2023,3.2598,0.9425,1.0033,1.2641,0.7481,0.94,0.75,7.5163E-04,3.6574E-42,2.7299E-02,6.1382E-01,24.3809
PANCAN,a398,WebPage,NO,EZH2_mut,1259,BMN-673,PARP1,19,893,2.3026,NA,3.4827,2.0823,1.4004,1.2948,1.8825,0.7478,1.08,0.74,4.5582E-04,2.3206E-18,1.4928E-01,2.2182E-03,18.9047
PANCAN,a357,WebPage,NO,STK11_mut,1023,GW 441756,NTRK1,23,821,0.6931,NA,1.6089,2.4338,-0.8249,1.2613,1.1007,0.7464,0.65,0.75,3.6291E-04,5.6052E-04,3.5509E-01,3.8058E-01,16.6287
PANCAN,a103,WebPage,NO,loss:cnaPANCAN167 (),1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",19,829,2.3026,NA,1.8499,0.9774,0.8725,1.9378,1.1472,0.7460,0.45,0.76,1.4399E-05,2.1927E-46,7.6453E-01,3.9413E-01,2.3081
PANCAN,a363,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",1494,SN-38,TOP1,26,901,-2.9957,NA,-3.0191,-4.2588,1.2397,2.1228,1.6528,0.7435,0.58,0.75,3.6595E-04,2.6929E-20,1.0038E-03,4.6952E-03,16.6287
PANCAN,a513,WebPage,NO,ABCB1_mut,272,AR-42,HDAC,16,894,1.6332,NA,0.9802,-0.2929,1.2731,2.4746,1.7013,0.7415,0.51,0.75,7.6264E-04,3.9617E-33,5.2427E-01,6.3491E-01,24.5096
PANCAN,a389,WebPage,NO,XRN1_mut,199,Pazopanib,"VEGFR, PDGFRA, PDGFRB, KIT",11,858,2.0794,NA,2.2157,3.1826,-0.9669,2.5679,1.2830,0.7408,0.38,0.75,4.2477E-04,1.3719E-13,1.6590E-01,4.4618E-01,18.0289
PANCAN,a270,WebPage,NO,loss:cnaPANCAN357 (ACVR2A),1021,Axitinib,"PDGFR, KIT, VEGFR",21,823,0.6931,NA,2.8847,1.9377,0.9470,0.9829,1.2868,0.7396,0.96,0.74,1.8147E-04,3.2831E-21,7.8773E-01,9.7202E-01,11.0896
PANCAN,a205,WebPage,NO,loss:cnaPANCAN229 (),298,OSI-930,"KIT, VEGFR, PDGFR",31,889,2.3263,NA,4.7603,3.9851,0.7752,0.8596,1.0611,0.7347,0.90,0.73,9.1118E-05,1.5937E-58,4.3065E-04,2.7752E-01,7.2938
PANCAN,a493,WebPage,NO,loss:cnaPANCAN37 (),157,JNK-9L,JNK,32,849,1.6332,NA,0.4701,-0.3011,0.7712,1.5507,1.0272,0.7345,0.50,0.75,6.9926E-04,2.2821E-06,4.9504E-03,1.6051E-02,23.3865
PANCAN,a221,WebPage,NO,loss:cnaPANCAN13 (),230,GSK429286A,ROCK2,20,903,2.9957,2.3263,3.9037,4.7707,-0.8670,1.5386,1.1748,0.7327,0.56,0.74,1.1383E-04,2.4261E-54,5.8121E-03,9.0678E-01,8.5041
PANCAN,a271,WebPage,NO,MLL_mut,89,Parthenolide,NFKB1,13,389,1.6094,NA,2.1084,2.9937,-0.8853,1.3849,1.2059,0.7307,0.64,0.73,1.8202E-04,2.1842E-07,1.1975E-02,8.9421E-01,11.0896
PANCAN,a300,WebPage,NO,EWSR1-FLI1_fusion,287,KIN001-244,PDPK1 (PDK1),17,901,2.9957,NA,2.3756,3.2953,-0.9198,1.0247,1.2643,0.7297,0.90,0.73,2.4036E-04,2.8348E-42,2.6998E-02,6.1339E-01,13.2284
PANCAN,a210,WebPage,NO,loss:cnaPANCAN15 (),230,GSK429286A,ROCK2,22,901,2.9957,2.3263,3.9101,4.7725,-0.8624,1.4307,1.1764,0.7291,0.60,0.73,9.3670E-05,2.3010E-54,5.7969E-03,9.0676E-01,7.3617
PANCAN,a310a,WebPage,NO,loss:cnaPANCAN227 (),201,Epothilone B,Microtubules,27,845,-3.4420,NA,-3.5962,-4.9491,1.3529,2.0883,1.8504,0.7282,0.65,0.73,2.7156E-04,2.7939E-07,2.0284E-01,1.2443E-01,14.3599
PANCAN,a310b,WebPage,NO,loss:cnaPANCAN228 (),201,Epothilone B,Microtubules,27,845,-3.4420,NA,-3.5962,-4.9491,1.3529,2.0883,1.8504,0.7282,0.65,0.73,2.7156E-04,2.7939E-07,2.0284E-01,1.2443E-01,14.3599
PANCAN,a502a,WebPage,NO,loss:cnaPANCAN227 (),179,5-Fluorouracil,DNA antimetabolite,30,883,3.4657,NA,4.8039,3.5189,1.2850,1.2847,1.7828,0.7264,1.00,0.72,7.2828E-04,2.7455E-45,6.6737E-08,2.3240E-01,23.9529
PANCAN,a502b,WebPage,NO,loss:cnaPANCAN228 (),179,5-Fluorouracil,DNA antimetabolite,30,883,3.4657,NA,4.8039,3.5189,1.2850,1.2847,1.7828,0.7264,1.00,0.72,7.2828E-04,2.7455E-45,6.6737E-08,2.3240E-01,23.9529
PANCAN,a149,WebPage,NO,ATM_mut,171,AKT inhibitor VIII,"AKT1, AKT2, AKT3",23,855,0.9400,NA,2.9901,2.2621,0.7281,0.8405,1.0120,0.7223,0.87,0.72,3.7956E-05,9.2765E-07,1.1852E-01,7.1392E-03,4.2059
PANCAN,a13,WebPage,NO,KRAS_mut,1526,RDEA119 (rescreen),"MAP2K1 (MEK1), MAP2K2 (MEK2)",116,759,1.6094,NA,0.6729,1.8561,-1.1832,1.4074,1.6746,0.7207,0.84,0.71,1.0992E-10,9.3276E-64,8.0560E-01,1.6223E-01,0.0001
PANCAN,a256,WebPage,NO,loss:cnaPANCAN167 (),231,FMK,RSK,15,777,2.9957,2.3263,5.5987,5.0044,0.5942,0.9158,0.8251,0.7187,0.65,0.72,1.5992E-04,1.8113E-40,1.1045E-04,4.7680E-01,10.3135
PANCAN,a106,WebPage,NO,loss:cnaPANCAN233 (),208,SB-715992,KIF11,48,874,-2.0557,NA,-0.5733,-1.8371,1.2638,1.6584,1.7662,0.7177,0.76,0.72,1.6583E-05,1.1809E-33,4.7206E-02,1.8721E-02,2.5604
PANCAN,a29,WebPage,NO,KRAS_mut,1060,PD-0325901,"MAP2K1 (MEK1), MAP2K2 (MEK2)",107,731,-1.3863,0.6931,-2.1806,-0.9367,-1.2439,1.6130,1.7654,0.7121,0.77,0.70,5.9949E-09,6.1613E-47,1.4652E-01,3.1282E-02,0.0034
PANCAN,a343a,WebPage,NO,loss:cnaPANCAN227 (),298,OSI-930,"KIT, VEGFR, PDGFR",29,891,2.3263,NA,4.7393,3.9876,0.7518,0.8851,1.0611,0.7118,0.85,0.71,3.3518E-04,2.3142E-58,4.4166E-04,2.7819E-01,16.1340
PANCAN,a343b,WebPage,NO,loss:cnaPANCAN228 (),298,OSI-930,"KIT, VEGFR, PDGFR",29,891,2.3263,NA,4.7393,3.9876,0.7518,0.8851,1.0611,0.7118,0.85,0.71,3.3518E-04,2.3142E-58,4.4166E-04,2.7819E-01,16.1340
PANCAN,a374,WebPage,NO,loss:cnaPANCAN69 (),1170,CCT018159,HSP90,30,864,2.3026,NA,3.8226,3.0627,0.7599,1.1002,1.0711,0.7088,0.69,0.71,3.8379E-04,2.1768E-17,6.8767E-01,1.4397E-03,16.8632
PANCAN,a88,WebPage,NO,loss:cnaPANCAN234 (),221,TAK-715,p38a,45,879,2.9957,2.3263,4.9635,4.1310,0.8326,1.1112,1.1794,0.7078,0.75,0.71,6.3695E-06,2.4286E-54,3.6752E-03,2.2977E-01,1.1950
PANCAN,a264,WebPage,NO,loss:cnaPANCAN14 (),230,GSK429286A,ROCK2,22,901,2.9957,2.3263,3.9425,4.7717,-0.8292,1.4691,1.1759,0.7007,0.56,0.71,1.7456E-04,2.7241E-54,5.8455E-03,9.0682E-01,10.9170
PANCAN,a183,WebPage,NO,"gain:cnaPANCAN280 (ARID4B,FH)",1015,CI-1040,"MAP2K1 (MEK1), MAP2K2 (MEK2)",50,786,2.3026,NA,3.2085,2.1818,1.0267,1.6385,1.4540,0.7006,0.63,0.71,6.4154E-05,2.7619E-38,1.3224E-02,2.6491E-02,5.7881
PANCAN,a413,WebPage,NO,loss:cnaPANCAN357 (ACVR2A),1005,Cisplatin,DNA crosslinker,21,826,1.7918,2.3026,3.7010,2.8646,0.8364,1.1668,1.1965,0.6994,0.72,0.70,4.9816E-04,4.4398E-17,4.3700E-01,5.5214E-01,19.9152
PANCAN,a314,WebPage,NO,loss:cnaPANCAN218 (),1175,AG-014699,"PARP1, PARP2",30,888,1.6094,NA,4.0854,3.3998,0.6856,0.7287,0.9890,0.6983,0.94,0.69,2.7330E-04,8.9562E-15,6.6762E-01,1.2332E-01,14.3708
PANCAN,a281,WebPage,NO,gain:cnaPANCAN365 (),257,NPK76-II-72-1,PLK3,63,856,2.3263,NA,3.9615,2.7769,1.1846,1.2953,1.7226,0.6980,0.91,0.69,2.0207E-04,2.4653E-75,5.2175E-06,3.7993E-02,11.8325
PANCAN,a228,WebPage,NO,loss:cnaPANCAN293 (),1009,ATRA,Retinoic acid and retinoid X receptor agonist,16,821,2.3026,NA,4.7951,3.8837,0.9115,0.7365,1.3143,0.6978,1.24,0.69,1.2167E-04,4.5509E-31,7.0300E-02,2.1005E-01,8.8108
PANCAN,a303,WebPage,NO,"gain:cnaPANCAN382 (FLT3,WASF3)",300,CX-5461,RNA Pol I,20,897,2.3263,NA,4.3618,2.9633,1.3985,1.0207,2.0210,0.6974,1.37,0.69,2.5095E-04,8.0610E-45,5.9296E-02,2.2404E-01,13.6746
PANCAN,a38,WebPage,NO,KRAS_mut,1014,RDEA119,"MAP2K1 (MEK1), MAP2K2 (MEK2)",106,731,1.6094,NA,0.4544,1.6878,-1.2334,1.5645,1.7961,0.6974,0.79,0.69,5.0442E-08,5.4393E-52,1.5584E-01,1.0164E-01,0.0219
PANCAN,a181,WebPage,NO,loss:cnaPANCAN232 (),208,SB-715992,KIF11,45,877,-2.0557,NA,-0.6058,-1.8311,1.2254,1.6955,1.7668,0.6949,0.72,0.69,6.3816E-05,1.5261E-33,4.7747E-02,1.8891E-02,5.7881
PANCAN,a22,WebPage,NO,KRAS_mut,1498,AZD6244,"MAP2K1 (MEK1), MAP2K2 (MEK2)",121,797,1.3863,NA,0.6269,1.8015,-1.1746,1.4969,1.7283,0.6911,0.78,0.68,5.4363E-10,1.3358E-55,2.6186E-01,5.8991E-02,0.0004
PANCAN,a465,WebPage,NO,loss:cnaPANCAN162 (),1239,YK 4-279,RNA helicase A,20,772,2.3026,NA,2.4050,1.5289,0.8761,1.5111,1.2650,0.6891,0.58,0.69,6.0384E-04,1.4363E-08,5.6346E-01,4.4755E-02,21.4403
PANCAN,a138,WebPage,NO,loss:cnaPANCAN234 (),208,SB-715992,KIF11,45,877,-2.0557,NA,-0.6195,-1.8304,1.2109,1.7375,1.7653,0.6865,0.70,0.69,3.2070E-05,1.3392E-33,4.7471E-02,1.8804E-02,3.8369
PANCAN,a435,WebPage,NO,gain:cnaPANCAN213 (MCM3),1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",47,801,2.3026,NA,1.7486,0.9529,0.7958,1.5095,1.1393,0.6845,0.53,0.70,5.3393E-04,5.5934E-46,7.6734E-01,3.9610E-01,20.2654
PANCAN,a454,WebPage,NO,EWSR1-FLI1_fusion,301,PHA-793887,CDK-pan,17,904,2.3263,NA,1.0179,2.4168,-1.3990,2.0846,2.0472,0.6831,0.67,0.68,5.8683E-04,6.8128E-70,2.6650E-11,2.3815E-01,21.3359
PANCAN,a481,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",157,JNK-9L,JNK,26,855,1.6332,NA,0.4241,-0.2943,0.7184,1.3649,1.0424,0.6823,0.53,0.69,6.6828E-04,2.2767E-06,4.9472E-03,1.6046E-02,22.8452
PANCAN,a79,WebPage,NO,gain:cnaPANCAN366 (),208,SB-715992,KIF11,82,840,-2.0557,NA,-0.6860,-1.8773,1.1913,1.4777,1.7747,0.6805,0.81,0.67,4.0261E-06,8.9985E-34,4.6638E-02,1.8542E-02,0.8414
PANCAN,a419,WebPage,NO,loss:cnaPANCAN359 (CUL3),1149,TW 37,"BCL2, BCL2L1",19,898,1.6094,NA,0.2504,-0.5522,0.8026,1.2663,1.1799,0.6792,0.63,0.68,5.1444E-04,7.9269E-16,9.3680E-02,5.8674E-05,20.1262
PANCAN,a148,WebPage,NO,EWSR1-FLI1_fusion,274,"PXD101, Belinostat",HDAC,17,876,2.9957,NA,-0.9761,0.3048,-1.2808,1.0676,1.9005,0.6781,1.20,0.67,3.6354E-05,4.6154E-23,1.7800E-01,6.7050E-01,4.0556
PANCAN,a415,WebPage,NO,"gain:cnaPANCAN301 (CDK12,ERBB2,MED24)",1091,BMS-536924,IGF1R,49,874,1.3863,NA,2.9235,2.1394,0.7840,1.1416,1.1616,0.6756,0.69,0.67,5.0527E-04,1.4148E-12,7.9883E-01,6.3529E-01,20.1021
PANCAN,a337,WebPage,NO,loss:cnaPANCAN357 (ACVR2A),1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",21,827,2.3026,NA,1.7679,0.9774,0.7905,1.3254,1.1662,0.6755,0.60,0.68,3.1227E-04,4.8765E-46,7.6693E-01,3.9581E-01,15.2765
PANCAN,a299,WebPage,NO,"gain:cnaPANCAN411 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)",201,Epothilone B,Microtubules,26,846,-3.4420,NA,-3.6927,-4.9445,1.2518,2.0363,1.8551,0.6728,0.61,0.67,2.4007E-04,2.7734E-07,2.0272E-01,1.2438E-01,13.2284
PANCAN,a145,WebPage,NO,loss:cnaPANCAN233 (),221,TAK-715,p38a,48,876,2.9957,2.3263,4.9214,4.1304,0.7909,1.0930,1.1812,0.6721,0.72,0.67,3.5590E-05,3.8895E-54,3.7687E-03,2.3063E-01,4.0525
PANCAN,a519,WebPage,NO,gain:cnaPANCAN273 (),1054,PD-0332991,"CDK4, CDK6",34,789,1.3863,0.6931,2.8013,1.7271,1.0742,1.6136,1.5980,0.6719,0.67,0.67,7.7530E-04,3.8049E-27,9.5590E-01,1.9073E-02,24.6489
PANCAN,a74,WebPage,NO,KRAS_mut,1372,Trametinib,"MAP2K1 (MEK1), MAP2K2 (MEK2)",112,781,0.0000,NA,-2.4731,-0.8282,-1.6449,2.1708,2.4871,0.6714,0.76,0.66,3.0632E-06,1.0265E-62,1.8478E-01,2.1721E-01,0.6835
PANCAN,a189,WebPage,NO,loss:cnaPANCAN360 (),1259,BMN-673,PARP1,27,885,2.3026,NA,3.3292,2.0743,1.2549,0.9877,1.8910,0.6706,1.27,0.66,7.0354E-05,1.8565E-18,1.4773E-01,2.1735E-03,6.1460
PANCAN,a472,WebPage,NO,CIC_mut,1372,Trametinib,"MAP2K1 (MEK1), MAP2K2 (MEK2)",15,878,0.0000,NA,0.5986,-1.0624,1.6610,1.7010,2.5115,0.6642,0.98,0.66,6.2315E-04,5.3373E-62,1.8986E-01,2.1990E-01,21.7980
PANCAN,a397,WebPage,NO,MYC_mut,1024,CEP-701,"FLT3, JAK2, NTRK1, RET",5,841,0.6931,NA,0.3751,-0.6283,1.0034,2.6120,1.5067,0.6628,0.38,0.67,4.4747E-04,5.8019E-28,3.8091E-01,9.0934E-02,18.6098
PANCAN,a384,WebPage,NO,loss:cnaPANCAN167 (),1049,PD-173074,"FGFR1, FGFR3",19,827,0.6931,NA,3.2976,2.5661,0.7315,0.7656,1.1121,0.6615,0.96,0.66,4.0706E-04,2.2378E-20,3.5629E-04,1.9234E-01,17.5020
PANCAN,a76,WebPage,NO,EWSR1-FLI1_fusion,273,CUDC-101,"HDAC, EGFR",17,885,1.6332,NA,-1.4134,-0.2640,-1.1494,0.9105,1.7699,0.6537,1.26,0.65,3.6170E-06,1.1005E-26,1.2599E-01,5.9951E-01,0.7858
PANCAN,a287,WebPage,NO,gain:cnaPANCAN344 (MYCN),1526,RDEA119 (rescreen),"MAP2K1 (MEK1), MAP2K2 (MEK2)",37,838,1.6094,NA,2.7464,1.6530,1.0933,1.1454,1.6950,0.6524,0.95,0.65,2.1232E-04,9.9391E-62,8.1507E-01,1.6925E-01,12.2081
