human	mouse
A0A087WUN2	F6QJK4
A0A087WUN3	A2BGJ5
A0A087WUN4	Q810L3
A0A087WUN5	Q9CPV2
A0A087WUN6	O70546
A0A087WUN7	Q9D8T7
A0A087WUN8	Q64324
A0A087WUP0	O35640
A0A087WUP1	Q8BH52
A0A087WUP3	Q9CY28
A0A087WUP4	Q91XB7
A0A087WUP6	Q8BH01
A0A087WUQ1	Q8R1G6
A0A087WUQ5	Q9D5U8
A0A087WUQ6	P11352
A0A087WUQ7	Q64429
A0A087WUR4	E9Q2A2
A0A087WUR4	Q8BUX5
A0A087WUR5	Q91V24
A0A087WUR6	Q8BW96
A0A087WUR8	Q8BU25
A0A087WUS0	P62849
A0A087WUS1	D3Z0G8
A0A087WUS4	Q8VCT3
A0A087WUS5	Q6P8Z1
A0A087WUS7	A0A0A6YW14
A0A087WUS8	Q8BT60
A0A087WUT0	Q8C854
A0A087WUT5	Q8CC86
A0A087WUT6	Q05D44
A0A087WUT8	Q71M36
A0A087WUU1	E9Q6B8
A0A087WUU1	Q8K4G1
A0A087WUU2	Q9D9M2
A0A087WUU3	B2KGA7
A0A087WUU5	Q9D7E4
A0A087WUU7	Q8C0P0
A0A087WUU8	L7N1X4
A0A087WUU8	Q6P5C7
A0A087WUU8	Q7M6X3
A0A087WUU8	Q8BIN6
A0A087WUU8	Q91W94
A0A087WUV1	Q9D9U9
A0A087WUV3	Q9CZ57
A0A087WUV5	P21956
A0A087WUV6	A2BH40
A0A087WUV7	P51163
A0A087WUV8	P18572
A0A087WUV9	Q8BJM7
A0A087WUW0	Q9D1C2
A0A087WUW5	Q922I7
A0A087WUW6	Q7TSS3
A0A087WUW7	A0A140T8J5
A0A087WUW7	E9Q9U0
A0A087WUW7	G5E8G2
A0A087WUW7	G5E8I7
A0A087WUW7	Q61068
A0A087WUW9	Q8BGR6
A0A087WUX1	Q6SP97
A0A087WUX2	E9PUS2
A0A087WUX3	A2ARZ3
A0A087WUX4	F7C376
A0A087WUX6	A0A0A6YVU8
A0A087WUX6	Q9JKV1
A0A087WUX8	Q78IK4
A0A087WUX9	P19091
A0A087WUY2	Q9DC04
A0A087WUY4	A0A087WPC3
A0A087WUY4	A0A087WS15
A0A087WUY4	A2A8T1
A0A087WUY4	A2A974
A0A087WUY4	F8WGU9
A0A087WUY4	O35728
A0A087WUY4	O88833
A0A087WUY4	Q91WL5
A0A087WUY5	Q9D8U8
A0A087WUY6	Q4KL35
A0A087WUY7	Q8C5D8
A0A087WUY8	Q8K0E4
A0A087WUZ2	E9PVG8
A0A087WUZ2	E9Q9C6
A0A087WUZ3	Q62261
A0A087WUZ6	Q63ZW7
A0A087WUZ7	E9QNG6
A0A087WV00	D3YWQ0
A0A087WV04	Q8C341
A0A087WV05	Q9EQS3
A0A087WV06	E9QLP0
A0A087WV07	D3YYQ8
A0A087WV09	P27784
A0A087WV09	P51670
A0A087WV11	Q8C1E7
A0A087WV13	L7N1X4
A0A087WV13	Q6P5C7
A0A087WV13	Q7M6X3
A0A087WV13	Q8BIN6
A0A087WV13	Q91W94
A0A087WV17	Q8VBT3
A0A087WV18	Q7TT15
A0A087WV20	Q8K4E0
A0A087WV21	Q5M8P3
A0A087WV24	O88533
A0A087WV25	Q66JX5
A0A087WV26	Q9JJ94
A0A087WV29	Q8K224
A0A087WV30	Q7TSS3
A0A087WV31	A0A0U1RNT3
A0A087WV31	E9QQ35
A0A087WV34	Q9JHJ3
A0A087WV37	Q9QXN7
A0A087WV37	Q9WTJ9
A0A087WV37	Q9Z202
A0A087WV39	P70270
A0A087WV41	E9Q7U0
A0A087WV43	A0A0R4J1H6
A0A087WV44	A0A0R4J250
A0A087WV45	P07309
A0A087WV46	Q8CF66
A0A087WV50	Q9EP97
A0A087WV51	Q08093
A0A087WV53	E9QQ25
A0A087WV56	Q99J79
A0A087WV57	A2A484
A0A087WV58	Q8VDI9
A0A087WV61	G3UYX5
A0A087WV63	Q5SQX6
A0A087WV65	Q8R0A2
A0A087WV67	Q3TTF2
A0A087WV68	Q921F2
A0A087WV69	O70361
A0A087WV72	Q9DBY8
A0A087WV75	E9QB01
A0A087WV76	Q8CJ27
A0A087WV78	G3UVV3
A0A087WV79	Q8C6G0
A0A087WV84	A2AEW8
A0A087WV86	Q8BS90
A0A087WV88	Q8VCD6
A0A087WV90	P11531
A0A087WV91	P20826
A0A087WV92	Q99LC2
A0A087WV93	F7C376
A0A087WV94	Q69ZK7
A0A087WV96	Q64459
A0A087WV96	Q64464
A0A087WV96	Q64481
A0A087WV96	Q9EQW4
A0A087WV96	Q9JMA7
A0A087WV97	Q7TN29
A0A087WV98	L7N1X4
A0A087WV98	Q6P5C7
A0A087WV98	Q7M6X3
A0A087WV98	Q8BIN6
A0A087WV98	Q91W94
A0A087WV99	Q80TS5
A0A087WVA1	P62342
A0A087WVA7	A6H690
A0A087WVA8	Q6ZPJ0
A0A087WVB5	A0A087WPF7
A0A087WVB6	Q61211
A0A087WVB7	P70390
A0A087WVB8	Q9D5U8
A0A087WVB9	Q9DBZ5
A0A087WVC0	Q8VDI9
A0A087WVC1	Q99MJ9
A0A087WVC2	G5E8K5
A0A087WVC3	A2ANF5
A0A087WVC4	P68181
A0A087WVC5	Q6NXZ1
A0A087WVC6	E9Q4S7
A0A087WVC8	A2ANF5
A0A087WVC9	Q8BS90
A0A087WVD0	E9QB01
A0A087WVD1	Q8BTN6
A0A087WVD2	Q9D2F1
A0A087WVD3	Q9JHI5
A0A087WVD4	Q91WU5
A0A087WVD6	Q8BVM2
A0A087WVD8	Q3U515
A0A087WVD9	Q8BZI6
A0A087WVE1	Q5SQX6
A0A087WVE2	O70497
A0A087WVE4	Q91VH2
A0A087WVE5	Q9CVD2
A0A087WVE6	Q91YD3
A0A087WVE8	P98197
A0A087WVE9	Q61324
A0A087WVF0	Q3UYR4
A0A087WVF1	Q0VAW6
A0A087WVF4	P40201
A0A087WVF5	Q6IR34
A0A087WVF6	A4Q9F4
A0A087WVF7	E9QNG1
A0A087WVF8	G3X9L9
A0A087WVG4	Q9Z1B8
A0A087WVG6	Q9Z2D8
A0A087WVG9	G3UW81
A0A087WVG9	Q99N18
A0A087WVG9	Q9EP75
A0A087WVH0	Q5SV80
A0A087WVH1	Q80Y83
A0A087WVH3	Q0EEE2
A0A087WVH4	Q8C008
A0A087WVH5	Q8BTQ0
A0A087WVH6	Q9D8V0
A0A087WVI0	Q9Z160
A0A087WVI1	Q8R1G6
A0A087WVI2	Q8CJC5
A0A087WVI3	Q7M6Y5
A0A087WVI4	F8VQ45
A0A087WVI5	Q9D4B2
A0A087WVI6	E9PXB7
A0A087WVI8	Q80UF7
A0A087WVI9	Q8VEK3
A0A087WVJ0	A0A0R4J0H1
A0A087WVJ7	Q0VF58
A0A087WVJ8	A0A0B4J1F3
A0A087WVJ8	D3Z7A9
A0A087WVJ8	E9Q1Z6
A0A087WVJ8	F6PZL4
A0A087WVJ8	F8VQ94
A0A087WVJ8	P97484
A0A087WVK0	P22518
A0A087WVK1	Q9D1C1
A0A087WVK5	Q8BG26
A0A087WVK8	Q8CF66
A0A087WVK9	Q80W93
A0A087WVL4	Q3TB92
A0A087WVL7	Q9DBF7
A0A087WVL9	Q8BKN5
A0A087WVM1	Q61420
A0A087WVM2	Q8R2S8
A0A087WVM4	Q3V3R1
A0A087WVM7	O35130
A0A087WVM8	Q5MPP0
A0A087WVN0	Q8BMP4
A0A087WVN2	Q9D176
A0A087WVN3	Q60769
A0A087WVN4	Q920E5
A0A087WVN5	Q80UW8
A0A087WVN8	Q9JI11
A0A087WVP0	Q04207
A0A087WVP1	F2Z4A3
A0A087WVP2	Q6P5H6
A0A087WVP4	Q921U8
A0A087WVP7	Q99P30
A0A087WVQ0	P28649
A0A087WVQ2	Q8BSN5
A0A087WVQ4	G3X9L9
A0A087WVQ6	Q68FD5
A0A087WVR1	E9Q6B8
A0A087WVR1	Q8K4G1
A0A087WVR2	Q8BH01
A0A087WVR3	Q8VDF2
A0A087WVR6	Q5SWU9
A0A087WVS2	Q9D1A2
A0A087WVS3	Q9D7I9
A0A087WVS4	P26151
A0A087WVS5	Q5HZK2
A0A087WVS7	P59644
A0A087WVS8	Q8VI63
A0A087WVT0	Q8BVM2
A0A087WVT1	Q3US17
A0A087WVT2	P58462
A0A087WVT3	O35298
A0A087WVT5	Q9JKV5
A0A087WVT6	Q9D032
A0A087WVT8	Q3U492
A0A087WVT9	Q9WV84
A0A087WVU0	Q8CF66
A0A087WVU1	E9QB01
A0A087WVU3	P97334
A0A087WVU6	F8WIE5
A0A087WVU7	Q8VEH6
A0A087WVV0	Q8BX94
A0A087WVV1	Q9R1P3
A0A087WVV2	A2AVJ7
A0A087WVV4	Q5SV80
A0A087WVV5	E9Q6B8
A0A087WVV5	Q8K4G1
A0A087WVV7	B1AQX9
A0A087WVW3	O70343
A0A087WVW4	Q9D7I9
A0A087WVW5	P70270
A0A087WVW6	Q68EF8
A0A087WVW7	Q9Z2D6
A0A087WVW8	Q9DCP2
A0A087WVW9	A0A140T8J5
A0A087WVW9	E9Q9U0
A0A087WVW9	G5E8G2
A0A087WVW9	G5E8I7
A0A087WVW9	Q61068
A0A087WVX1	Q497Q6
A0A087WVX4	A0A0R4J110
A0A087WVX5	Q8CC27
A0A087WVX6	Q921F2
A0A087WVX8	Q8C8U0
A0A087WVY1	B1AR09
A0A087WVY2	Q9WV34
A0A087WVY3	Q9WUK4
A0A087WVY5	Q9D180
A0A087WVY6	Q8BI36
A0A087WVY6	Q9CR05
A0A087WVY8	D3Z689
A0A087WVZ0	P63030
A0A087WVZ1	Q62167
A0A087WVZ2	O88597
A0A087WVZ3	P21278
A0A087WVZ4	Q9DB77
A0A087WVZ5	Q7TMB8
A0A087WVZ6	A2A484
A0A087WVZ8	Q8BKN5
A0A087WVZ9	Q80UW8
A0A087WW00	P61080
A0A087WW03	Q8BK63
A0A087WW05	Q8BSY0
A0A087WW06	Q80XJ3
A0A087WW07	P20109
A0A087WW08	Q8BVM2
A0A087WW09	P57785
A0A087WW09	Q64280
A0A087WW10	Q5SV80
A0A087WW12	Q6P5D3
A0A087WW13	Q9JKR6
A0A087WW16	Q8VCB2
A0A087WW17	A0A0B4J1G4
A0A087WW18	B2KGA7
A0A087WW20	Q8BG26
A0A087WW22	Q60611
A0A087WW23	P30355
A0A087WW25	Q810P3
A0A087WW26	Q64429
A0A087WW27	Q8BYM5
A0A087WW28	Q4KL35
A0A087WW29	Q8K214
A0A087WW30	Q3U2V3
A0A087WW31	Q3TIX9
A0A087WW33	P24807
A0A087WW35	Q8BMK1
A0A087WW36	Q8BP40
A0A087WW38	Q99KP3
A0A087WW39	B1AR09
A0A087WW40	Q9JK48
A0A087WW41	Q9JKX4
A0A087WW42	Q9WVF7
A0A087WW43	Q61704
A0A087WW44	Q8CBR3
A0A087WW45	O55222
A0A087WW46	Q6GQT9
A0A087WW48	Q9WTU0
A0A087WW49	A0A075B5S6
A0A087WW49	A0A075B5T0
A0A087WW49	A0A075B5T1
A0A087WW49	A0A0A6YWB6
A0A087WW49	A0A0A6YXF1
A0A087WW49	P18531
A0A087WW51	Q8BSY0
A0A087WW53	Q9WUM3
A0A087WW55	P07146
A0A087WW55	Q792Y8
A0A087WW55	Q792Y9
A0A087WW55	Q792Z0
A0A087WW55	Q792Z1
A0A087WW55	Q9QUK9
A0A087WW55	Q9R0T7
A0A087WW55	Q9Z1R9
A0A087WW56	Q91Z67
A0A087WW58	Q80TA1
A0A087WW59	A0A087WSH6
A0A087WW60	Q3U284
A0A087WW61	Q921F2
A0A087WW63	P97445
A0A087WW65	Q61102
A0A087WW66	J3QN38
A0A087WW66	Q3TXS7
A0A087WW69	Q61749
A0A087WW71	Q99J79
A0A087WW72	P70270
A0A087WW73	Q9Z1B3
A0A087WW74	F8VQK5
A0A087WW75	Q60611
A0A087WW76	B7ZCJ1
A0A087WW77	A0A0R4J0S4
A0A087WW78	Q8BS95
A0A087WW79	Q3U1V8
A0A087WW80	P59017
A0A087WW81	Q8CJ40
A0A087WW82	Q8BS95
A0A087WW83	E9PY61
A0A087WW85	Q9D2F1
A0A087WW86	Q69ZC8
A0A087WW87	A0A075B5K6
A0A087WW87	A0A0B4J1H6
A0A087WW87	P01627
A0A087WW88	Q8BJF9
A0A087WW89	A0A075B5R2
A0A087WW89	A0A075B5S2
A0A087WW89	A0A075B5T2
A0A087WW89	A0A075B5T3
A0A087WW89	A0A075B5T6
A0A087WW89	A0A0A6YX91
A0A087WW89	A0A0A6YXL5
A0A087WW89	A0A0B4J1J6
A0A087WW89	J3QK03
A0A087WW90	Q99NI3
A0A087WW91	Q64332
A0A087WW92	A2AEW8
A0A087WW94	Q5SV85
A0A087WW96	Q64332
A0A087WW97	Q99K78
A0A087WWA0	P56477
A0A087WWA1	B1AUF7
A0A087WWA2	A0A0R4J0H5
A0A087WWA3	Q60575
A0A087WWA4	Q3TTF2
A0A087WWA5	E9Q2T3
A0A087WWA7	P51141
A0A087WWB0	Q8BYK6
A0A087WWB2	A0A140LIW0
A0A087WWB7	Q8BP40
A0A087WWB8	A2APC3
A0A087WWB9	Q9DD03
A0A087WWC0	G5E838
A0A087WWC2	C3S7Q5
A0A087WWC4	B1AV60
A0A087WWC6	A0A075B662
A0A087WWC7	Q9CQI6
A0A087WWC8	Q8C854
A0A087WWD4	E9QB01
A0A087WWD5	I7HJS2
A0A087WWD6	Q99M80
A0A087WWD9	K4DI74
A0A087WWE0	Q99KS2
A0A087WWE4	P97766
A0A087WWE6	B1AZP2
A0A087WWE7	G3UW58
A0A087WWE9	A0A140T8J5
A0A087WWE9	E9Q9U0
A0A087WWE9	G5E8G2
A0A087WWE9	G5E8I7
A0A087WWE9	Q61068
A0A087WWF1	Q8VHC3
A0A087WWF2	A2AEW8
A0A087WWF3	Q9QXW9
A0A087WWF4	E9Q585
A0A087WWF5	Q99K78
A0A087WWF6	O35654
A0A087WWG0	Q61687
A0A087WWG1	Q8K330
A0A087WWG3	Q8VEH6
A0A087WWG5	P70270
A0A087WWG9	Q8VDF2
A0A087WWH3	F8VPZ9
A0A087WWH4	Q6PD24
A0A087WWH9	Q8C1E7
A0A087WWI0	Q9D9B4
A0A087WWI1	Q9CQ01
A0A087WWI2	G3X9L9
A0A087WWI4	Q9JKR6
A0A087WWI5	G5E8K5
A0A087WWI6	P61963
A0A087WWI8	Q8C5T8
A0A087WWI9	Q924W5
A0A087WWJ0	Q8CC27
A0A087WWJ1	P54276
A0A087WWJ2	Q6PGB6
A0A087WWJ5	E9QB01
A0A087WWJ6	Q04744
A0A087WWJ8	Q9CQV3
A0A087WWJ9	Q8BPZ8
A0A087WWK1	B2RRF6
A0A087WWK2	Q9WUV2
A0A087WWK3	Q810P3
A0A087WWK4	G3X9L9
A0A087WWK6	Q8VEH6
A0A087WWK8	E9PUA3
A0A087WWK9	A2ASM7
A0A087WWL1	Q7TMB8
A0A087WWL4	Q3TD49
A0A087WWL5	A0A0R4J1C4
A0A087WWM0	O55013
A0A087WWM1	A0A0R4J0H1
A0A087WWM2	A0A0R4J0H1
A0A087WWM4	Q99L27
A0A087WWM5	Q19AB2
A0A087WWM6	Q9WU79
A0A087WWM7	Q61391
A0A087WWN0	P59598
A0A087WWN1	Q8BVN0
A0A087WWN2	Q3TCH7
A0A087WWN3	J3QNS6
A0A087WWN3	Q7TT28
A0A087WWN5	Q5SWU9
A0A087WWN7	G3UWZ0
A0A087WWN8	Q6ZQB6
A0A087WWN9	Q80UG1
A0A087WWP1	Q9JKF1
A0A087WWP2	Q9D9M2
A0A087WWP4	Q0VBL3
A0A087WWP5	D3Z694
A0A087WWP5	Q8K0H5
A0A087WWP8	Q80T69
A0A087WWQ0	O35615
A0A087WWQ2	O35130
A0A087WWQ3	P38532
A0A087WWQ5	Q9EQP6
A0A087WWQ6	A2AHC7
A0A087WWQ6	A2AHC8
A0A087WWQ6	A2BI73
A0A087WWQ6	A2BI74
A0A087WWQ6	A2BI93
A0A087WWQ6	B1AUS7
A0A087WWQ6	B1AY40
A0A087WWQ6	F6XK35
A0A087WWQ6	Q6XAR7
A0A087WWQ6	Q6XAS2
A0A087WWQ6	Q6XAS3
A0A087WWQ6	Q6XAS4
A0A087WWQ6	Q8C5Z3
A0A087WWQ6	Q9CPU1
A0A087WWQ7	Q925P2
A0A087WWQ7	Q925P3
A0A087WWQ9	Q7TSS3
A0A087WWR0	Q8CF66
A0A087WWR2	F8VPK3
A0A087WWR4	Q8CHV6
A0A087WWR6	Q6AXB7
A0A087WWR8	Q8K007
A0A087WWR9	Q9CR58
A0A087WWS1	Q8R3N6
A0A087WWS5	Q9DCP2
A0A087WWS6	B1AYH7
A0A087WWS6	L7MTU6
A0A087WWS6	P01572
A0A087WWS6	P07351
A0A087WWS6	P09235
A0A087WWS6	Q61716
A0A087WWS6	Q61718
A0A087WWS6	Q80SS5
A0A087WWS6	Q80SU4
A0A087WWS6	Q810G1
A0A087WWS6	Q810G2
A0A087WWS6	Q810G3
A0A087WWS6	Q810G5
A0A087WWS6	Q810G6
A0A087WWS8	Q9JKX4
A0A087WWS9	Q8C398
A0A087WWT0	Q80WT0
A0A087WWT1	Q9CQA3
A0A087WWT2	Q8CFV4
A0A087WWT3	P07724
A0A087WWT4	Q3UGA5
A0A087WWT6	B1AXH8
A0A087WWT8	Q3USC7
A0A087WWU0	A2A3U9
A0A087WWU1	Q3V0J1
A0A087WWU3	P23299
A0A087WWU4	Q6AXB7
A0A087WWU8	E9Q5J9
A0A087WWU9	Q9D104
A0A087WWV0	Q6R6I7
A0A087WWV1	G3X975
A0A087WWV2	P97766
A0A087WWV3	Q9CWP8
A0A087WWV5	Q91V09
A0A087WWV6	Q8BJM7
A0A087WWV7	Q8BWG4
A0A087WWV9	Q8C0M8
A0A087WWW0	P70452
A0A087WWW4	Q9CXF7
A0A087WWW5	Q6PDC8
A0A087WWW7	E9Q0S6
A0A087WWW8	G3X8Q1
A0A087WWW9	Q9Z0H7
A0A087WWX0	Q80UW8
A0A087WWX2	Q149L6
A0A087WWX5	P58334
A0A087WWX7	Q9WVS7
A0A087WWX9	Q3TQ88
A0A087WWY0	P20918
A0A087WWY1	G3X9L9
A0A087WWY2	Q05685
A0A087WWY3	B7FAU9
A0A087WWY4	Q9Z0P4
A0A087WWY5	Q7TMB8
A0A087WWY6	O55222
A0A087WWY8	A0A140LIX9
A0A087WWY9	P59729
A0A087WWZ0	Q923M0
A0A087WWZ1	Q5SQX6
A0A087WWZ2	P59114
A0A087WWZ4	A0A0B4J1G4
A0A087WWZ5	Q9Z2Q6
A0A087WWZ6	A2AGX3
A0A087WWZ7	E9Q6B8
A0A087WWZ7	Q8K4G1
A0A087WX02	P63300
A0A087WX03	P41163
A0A087WX07	G3X8U8
A0A087WX09	Q62167
A0A087WX10	P54818
A0A087WX11	Q68FD7
A0A087WX12	Q3UXL4
A0A087WX13	Q8CAL5
A0A087WX14	E9Q784
A0A087WX15	G3XA20
A0A087WX16	Q8VDI9
A0A087WX17	A0A0R4IZW5
A0A087WX18	O78196
A0A087WX18	Q3UUV9
A0A087WX19	Q6PCQ0
A0A087WX20	Q9JK91
A0A087WX21	B1AQ89
A0A087WX22	Q3URQ7
A0A087WX23	Q7TN75
A0A087WX24	J3QN61
A0A087WX29	Q921F2
A0A087WX31	Q6VNS1
A0A087WX34	Q8CG73
A0A087WX35	E0CYD2
A0A087WX39	Q99K30
A0A087WX40	E9PYP4
A0A087WX40	E9QKE8
A0A087WX40	E9QNM5
A0A087WX40	K7N5T5
A0A087WX40	L7N1Z8
A0A087WX40	Q7TS43
A0A087WX40	Q8VEX5
A0A087WX44	Q66JV7
A0A087WX45	Q6PCQ0
A0A087WX46	Q9WVS6
A0A087WX50	Q810M1
A0A087WX51	Q9WVF7
A0A087WX54	A2A5E6
A0A087WX55	G5E8K5
A0A087WX56	E9PVN6
A0A087WX58	Q3UMU9
A0A087WX59	A0A0A6YVU8
A0A087WX59	Q9JKV1
A0A087WX60	Q5DTJ9
A0A087WX61	O88324
A0A087WX62	A0A0R4J0J1
A0A087WX67	Q921F2
A0A087WX69	Q922Q4
A0A087WX70	Q99PJ1
A0A087WX71	Q3V1V3
A0A087WX72	Q8C3Q9
A0A087WX73	E9Q394
A0A087WX74	O35493
A0A087WX75	P06880
A0A087WX76	A2APZ1
A0A087WX77	E9QB01
A0A087WX80	Q60675
A0A087WX83	G3X9L9
A0A087WX84	E9QQ10
A0A087WX86	Q91V24
A0A087WX87	D3Z482
A0A087WX88	P17892
A0A087WX89	L7N1X4
A0A087WX89	Q6P5C7
A0A087WX89	Q7M6X3
A0A087WX89	Q8BIN6
A0A087WX89	Q91W94
A0A087WX91	Q8CAL5
A0A087WX92	B1AT66
A0A087WX93	P70318
A0A087WX94	Q8VEH6
A0A087WX95	Q8BG26
A0A087WX97	P59017
A0A087WX98	P97766
A0A087WX99	P39038
A0A087WXA3	Q80WV7
A0A087WXA5	Q9D531
A0A087WXA6	A2AEW8
A0A087WXA9	Q3UXL4
A0A087WXB0	Q8K021
A0A087WXB1	Q8VGK0
A0A087WXB1	Q8VGK1
A0A087WXB2	Q3U492
A0A087WXB3	J3QN61
A0A087WXB4	Q0VEE6
A0A087WXB6	P12025
A0A087WXB8	Q8VIB3
A0A087WXC0	Q6AXB7
A0A087WXC2	E9Q6B8
A0A087WXC2	Q8K4G1
A0A087WXC4	Q80Z71
A0A087WXC5	Q99LC3
A0A087WXC6	Q9R099
A0A087WXC7	Q69ZB8
A0A087WXC8	G3X9R0
A0A087WXC9	G5E838
A0A087WXD0	Q91YD3
A0A087WXD1	Q8BLV3
A0A087WXD2	Q6RHR9
A0A087WXD4	A2AIP0
A0A087WXD7	Q99K78
A0A087WXD8	Q2PFD7
A0A087WXD9	Q5SNZ0
A0A087WXE0	Q8CJC5
A0A087WXE1	Q9D2Z1
A0A087WXE2	Q149F1
A0A087WXE3	Q9JLC3
A0A087WXE5	A0A0B4J1E6
A0A087WXE5	A0A0B4J1M6
A0A087WXE9	Q8BU25
A0A087WXF1	Q9WUL6
A0A087WXF5	A2APC3
A0A087WXF6	Q9DC70
A0A087WXF7	Q9QXV3
A0A087WXF8	Q9ESX4
A0A087WXG2	A0A0J9YUQ2
A0A087WXG2	A0A0R4J1X6
A0A087WXG3	Q8BGW3
A0A087WXG4	Q9DAK2
A0A087WXG5	Q8BYH7
A0A087WXG6	P38532
A0A087WXH0	F8WJ31
A0A087WXH1	Q9DA39
A0A087WXH2	Q7TMY7
A0A087WXH5	Q9QXX0
A0A087WXH7	Q9DC23
A0A087WXI0	Q8CB87
A0A087WXI2	E9PVG8
A0A087WXI2	E9Q9C6
A0A087WXI3	Q6AXB7
A0A087WXI4	Q8BH01
A0A087WXI5	A0A0R4IZW5
A0A087WXI6	G3X8U8
A0A087WXI7	Q8VDV0
A0A087WXI8	Q99LB2
A0A087WXI9	E9PUQ5
A0A087WXJ0	Q8R1G6
A0A087WXJ2	E9Q6B8
A0A087WXJ2	Q8K4G1
A0A087WXJ5	P06880
A0A087WXJ6	Q9WTZ2
A0A087WXK1	Q8BPZ8
A0A087WXK2	Q7TN75
A0A087WXK3	A0A0R4J0E4
A0A087WXK4	A2AWR3
A0A087WXK5	A2AJ26
A0A087WXK8	Q9D7I8
A0A087WXL0	A0A0R4J0K1
A0A087WXL3	Q8CGS6
A0A087WXL5	Q60769
A0A087WXL6	Q91W86
A0A087WXL9	E9PY62
A0A087WXM3	Q9R1M5
A0A087WXM7	Q8BKX6
A0A087WXM8	Q9R069
A0A087WXN3	E9PUS2
A0A087WXN4	Q9D168
A0A087WXN5	D3Z5T3
A0A087WXN5	E9Q1M3
A0A087WXN5	E9Q2H5
A0A087WXN5	J3QJV4
A0A087WXN5	J3QMD1
A0A087WXN5	J3QMW1
A0A087WXN5	L7N2C3
A0A087WXN5	Q08EG8
A0A087WXN5	W4VSP7
A0A087WXN8	A0A0R4IZY2
A0A087WXN8	L7N463
A0A087WXN8	P11714
A0A087WXN8	P24456
A0A087WXN8	P24457
A0A087WXN8	Q6P8N9
A0A087WXN8	Q8BVD2
A0A087WXN8	Q9JKY7
A0A087WXN9	Q6P9S0
A0A087WXP2	P97863
A0A087WXP3	Q9Z0T9
A0A087WXP8	O88566
A0A087WXP9	G3X9X1
A0A087WXQ2	O88271
A0A087WXQ3	Q8CF66
A0A087WXQ4	J3QNX5
A0A087WXQ5	Q921F2
A0A087WXQ6	Q99PJ1
A0A087WXQ7	D3Z482
A0A087WXQ8	D3YUM8
A0A087WXQ8	Q9R1P1
A0A087WXR0	D3Z482
A0A087WXR1	D3Z690
A0A087WXR3	A0A0R4J040
A0A087WXR4	A6H6A5
A0A087WXR5	Q9CPP6
A0A087WXR6	Q8BT60
A0A087WXR7	Q80ZV0
A0A087WXR8	Q91X56
A0A087WXR9	P04426
A0A087WXS0	P13412
A0A087WXS2	P27889
A0A087WXS3	Q9DBG3
A0A087WXS6	Q810S2
A0A087WXS7	O54984
A0A087WXS8	Q9CZX2
A0A087WXT0	Q80Z71
A0A087WXT1	Q8R1K1
A0A087WXT8	Q9CWS4
A0A087WXU0	Q8CI78
A0A087WXU1	Q3U2D2
A0A087WXU2	F8VQ11
A0A087WXU3	Q3TZZ7
A0A087WXU5	Q9ESX4
A0A087WXU8	F8WJA0
A0A087WXU9	P59270
A0A087WXV2	E9PXF0
A0A087WXV3	Q921F2
A0A087WXV4	P49698
A0A087WXV5	P09084
A0A087WXV6	A2AES5
A0A087WXV9	E9Q6Y8
A0A087WXW3	Q8C503
A0A087WXW6	Q62255
A0A087WXW9	O88207
A0A087WXX1	Q6PD05
A0A087WXX2	Q91Y97
A0A087WXX3	P70178
A0A087WXX5	Q9CXK4
A0A087WXX7	Q9DA11
A0A087WXX8	Q9CQA3
A0A087WXX9	Q8BRK8
A0A087WXY1	Q8BMJ2
A0A087WXY2	Q9CQ73
A0A087WXY3	Q8BMI4
A0A087WXY6	F8VQ45
A0A087WXY7	Q6PDH0
A0A087WXZ1	Q549C9
A0A087WXZ2	Q6DFV8
A0A087WXZ4	Q9DAQ4
A0A087WXZ5	Q8BVM2
A0A087WXZ6	P26151
A0A087WXZ7	Q6P1G0
A0A087WY00	Q99104
A0A087WY02	Q8VFE2
A0A087WY03	Q8BZX4
A0A087WY05	Q8BSZ2
A0A087WY08	E9QNR5
A0A087WY09	Q62187
A0A087WY10	D3YUM8
A0A087WY10	Q9R1P1
A0A087WY11	Q69ZK0
A0A087WY21	E9QK53
A0A087WY22	Q99M80
A0A087WY27	Q9CQ54
A0A087WY28	Q8K3K8
A0A087WY29	Q6AXB7
A0A087WY31	Q8BYK6
A0A087WY32	P97868
A0A087WY34	E9PUJ6
A0A087WY35	Q8VDV0
A0A087WY36	E9Q394
A0A087WY37	E9Q7E2
A0A087WY38	P0C7A0
A0A087WY38	Q3UWR2
A0A087WY38	Q4KL78
A0A087WY39	P08122
A0A087WY40	P63006
A0A087WY42	Q9CQK1
A0A087WY48	Q9D486
A0A087WY49	Q5SV80
A0A087WY50	J3QNS6
A0A087WY50	Q7TT28
A0A087WY54	Q9CQK1
A0A087WY55	Q9CR26
A0A087WY56	P31750
A0A087WY57	E9PUS2
A0A087WY58	Q9R0A5
A0A087WY59	Q9JI38
A0A087WY60	Q9DBF7
A0A087WY61	E9Q7G0
A0A087WY63	A2AJ76
A0A087WY64	Q8BG28
A0A087WY66	Q9QYB2
A0A087WY67	Q61133
A0A087WY68	F6XJP7
A0A087WY70	Q8VEH6
A0A087WY71	P84091
A0A087WY72	A2ANF5
A0A087WY74	Q60737
A0A087WY75	Q8K3Z9
A0A087WY77	Q9ESH5
A0A087WY82	O88792
A0A087WY83	D3Z482
A0A087WY84	Q8R3N6
A0A087WY85	P61079
A0A087WY87	A0A140T8J5
