mouse_uniprot	mouse_entrez	mouse_refseq	human_entrez	human_refseq	human_uniprot
A3KGV1	18286	NP_001106684.1;NP_001106685.1;NP_001171130.1;NP_001171132.1;NP_038643.1;XP_017171778.1;XP_017171779.1;XP_017171780.1;XP_017171781.1;XP_017171782.1;XP_017171793.1;XP_017171794.1	4957	NP_702913.1	Q5BJF6
D6RIQ8					
Q4FZL9					
Q06770	12401	NP_031644.1	866	NP_001747.2	P08185
Q05CZ8					
B7ZND6					
F7AGT6					
Q6PAJ8					
Q9DAY2	19112	NP_001258307.1;NP_001258308.1;NP_035297.1			
A7MAW2					
G3UYB4					
Q8BSH5					
A0A140LI19					
A0A0A6YXQ0					
K9J7H2					
Q9D4K3					
A0A087WPP6					
Q8C2W8					
Q9CPR6					
D3YUY8					
Q8R2C1					
A0A0G2JDV9					
Q3UST6					
Q2HXI8					
Q3TRF5					
Q9DB92					
Q9WUL5	58205	NP_067371.1	80380	NP_079515.2	Q9BQ51
F6RCZ2					
Q8BHI0					
Q8BN34					
Q3TU52					
A2AJY4					
Q8K2W9	74359	NP_083166.1;XP_006519681.1;XP_006519682.1;XP_006519683.1;XP_011243512.1	60686	NP_001124178.1	Q9H972
P13562	14714	NP_032171.1	2796	NP_001076580.1	P01148
H3BKU1					
F7BQE4					
A0A0G2JEH3					
D6RDD6					
H6B8C4					
Q2TBA9					
Q8C8N0					
X5J4W9					
A0A0G2JDF1					
Q6UAH1					
Q60920					
Q6UL10					
Q9CZW6	68031	NP_001103666.1;NP_001103667.1;NP_001103668.1;NP_001271208.1;NP_080794.2	81847	NP_001229780.1	Q9NTX7
Q6P3B7					
A0A1B0GRT9					
Q6A025	241289	NP_001005420.1;XP_006498089.1;XP_006498090.1;XP_006498092.1;XP_011237395.1;XP_017173526.1	9858	NP_055626.3	Q5T8A7
Q3TY66					
Q80Y81	68626	NP_075968.2	60528	NP_060597.4	Q9BQ52
Q9ERV9					
Q8CDB0	17347	NP_067437.2;XP_006513379.1;XP_017169313.1	2872		Q9HBH9
F8VQ07					
P51943	12428	NP_033958.2;XP_017174933.1	890	NP_001228.1	P20248
B7ZC55					
O35455					
P17183	13807	NP_001289571.1;NP_038537.1;XP_006505566.1;XP_006505567.1	2026	NP_001966.1	P09104
Q8C1J5					
P56203	13041	NP_034115.2	1521	NP_001326.2	P56202
E9Q109					
Q14BI1					
Q3USF2					
P15626	14863	NP_032209.1	2944	NP_000552.2	P09488
Q6P8I3					
Q8C2D7					
Q9DBH5	66890	NP_080104.2	10960	NP_006807.1	Q12907
Q8R3U6					
S4R203					
Q3UTH4					
A0A0A0MQC7					
Q8R4B3					
B7ZCN3					
Q8C3F5					
Q6P1D6					
A0A0R4J1L9					
A0A087WS79					
Q8CDM1	70472	NP_081711.2	29028	NP_054828.2	Q6PL18
Q9CRD1					
Q8CJH3	235611	NP_766363.2;XP_006512138.1;XP_006512139.1;XP_006512140.1;XP_006512141.1;XP_006512142.1;XP_006512143.1	5364	NP_002664.2	O43157
Q8C9P7					
A0A0G2JF18					
Q547J4					
A2ARW3					
Q5SX16					
Q8C6H6					
K9J9G1					
F6SV10					
Q7TN79	432442	NP_061217.3	9465	NP_057461.2	O43687;Q9P0M2
B1AST7					
Q8R313					
P53351	20620	NP_690017.2	10769	NP_006613.2	Q9NYY3
A0A0R4J0C7					
Q52KG9					
P10810	12475	NP_033971.1	929	NP_000582.1	P08571
E9PV13					
Q9D9Z2					
Q8CBX0	217733	NP_766171.1;XP_006515779.1;XP_006515780.1;XP_006515781.1;XP_006515783.1;XP_011242383.1;XP_011242384.1;XP_011242385.1;XP_011242386.1;XP_011242387.1;XP_011242388.1	57156	NP_065164.2	Q9P1W3
A2A7Z6					
Q3TI71					
A2AHX3					
Q5SSM3	216831	NP_001092758.1;NP_778168.2;XP_006532934.1;XP_006532935.1	9912	NP_055674.4	Q17R89
Q69Z59					
P31311	15396	NP_034580.1	3207	NP_005514.1	P31270
A0A1B0GX74					
F6VP95					
G5E8B5					
Q6JGS9					
O09048					
M0QW66					
A0A0J9YUP8					
Q7ZSX1					
B9EKY2					
P08553	18040	NP_032717.2			
Q3U5X7					
Q7TT13					
Q8CDH2					
A0A0B6VKS6					
D8KZM7					
Q3TJA9					
Q8VGV5					
Q71S95					
Q0VBQ8					
Q8C5K4					
Q3TXV9					
B7ZWN5					
A2AMI4					
Q9JJ85					
Q6PAR5	66691	NP_079985.2;XP_011237449.1;XP_011237450.1	26130	NP_001269608.1	Q14C86
Q3UVE6					
F1ABR9					
Q9QY23	56460	NP_001156396.1;NP_062736.2	11187	NP_009114.1	Q9Y446
Q3TTC3					
Q80VF9					
P61213	11861	NP_001034604.1;NP_031513.1	10124	NP_997625.1	P40617
Q61071					
Q8K514					
P81270	13876	NP_001289081.1;NP_001289082.1;NP_001289083.1;NP_001289108.1;NP_001289112.1;NP_598420.1;XP_006522957.1;XP_006522958.1;XP_006522959.1;XP_006522962.1;XP_006522963.1	2078	NP_001129626.1	P11308
A2AQ87					
A0A0G2JEB7					
F7BER3					
E9QJU4					
Q8BTS3					
G3UXC0					
F7BWM1					
Q6BCV9					
Q8CCR9					
A2AKJ9					
S4R2D8					
V9GXT6					
Q7TQZ3					
Q4KL49					
Q3TRE0					
Q91WE1	69024	NP_081188.1;XP_006531894.1	29907	NP_037438.2	Q9NRS6
F6TRR6					
D3YXR1					
Q8R2I8	246085	NP_631971.1			
Q9R045	26360	NP_036053.2;XP_006498114.1	23452	NP_036230.1	Q9UKU9
Q8BH51	66379	NP_899079.1	84987	NP_116290.1	Q96I36
Q8R2R7					
D6RHM9					
A3KMM6					
Q5R3X9					
A2AEW9					
Q3UGJ0					
E9Q6Q8					
Q8VDC5					
A2AEG2					
Q8R5D2					
F7C521					
Q31239					
Q5EBH1	54354	NP_001298023.1;NP_061220.2	83593	NP_872604.1	Q8WWW0
Q8BUB2					
C6EQJ6					
Q9D970					
P12813	15370	NP_034574.1;XP_006520519.1;XP_006520521.1;XP_006520522.1;XP_017171925.1	3164	NP_001189162.1	P22736
Q9CZM3					
A2ATP1					
Q61483	13388	NP_031891.2	28514	NP_005609.3	O00548
Q9CVL3					
Q543C4					
Q8VED8	71804	NP_082206.2	113115	NP_001092756.1	Q6P444
Q05BF2					
Q3UMR0	245886	NP_663608.3;NP_839994.1	84079	NP_115515.2	Q96NW4
Q5JC28					
Q8VDP7					
H3BKF3					
Q7M745					
Q6P8U7					
D3Z008					
E9Q806					
D3YUC6					
Q3UEP5					
J3QJU7					
F8WHM4					
Q5SUE8	71452	NP_082075.2;NP_666136.1	91369	NP_443087.1	Q6AI12
A0A087WPX6					
Q5FW53	68753	NP_081107.1	343263	NP_001010985.2	A2RUH7
A0A075B5J0					
B7ZWN0					
E9PW70					
B2RXC8					
A0A140LHW6					
I6L998					
Q5DTU0	226250	NP_001171267.1;NP_001171268.1;NP_666214.1	84632	NP_001274753.1	Q8N4X5
B0QZJ2					
Q3TXH3					
Q3US91					
A0A1B0GR79					
Q31188					
E9Q8S8					
Q9QXW4	56223	NP_062515.2	29999	NP_065102.1	Q9NQT6
Q60963	27226	NP_038765.2;XP_006524428.1;XP_006524429.1	7941	NP_005075.3	Q13093
D3Z1H3					
E9Q812					
B1AUS6					
Q3THT7					
Q3V1J1					
E9PUB6					
A2RSX2					
A2ANF5					
M0QWH8					
Q0VBM3					
Q60885	18373	NP_667072.1			
A0A087WNY7					
G5E923					
A0A0N4SV52					
Q3V156					
E9Q9C1					
Q4R1J7					
Q3U925					
Q9CPN9					
F6Z1R4					
A0A087WQA8					
Q9D714					
C0IQA7					
Q8CB33					
Q8C3I6					
A2NV19					
E0CXD6					
E0CZ60					
Q61879	77579	NP_780469.1	4628	NP_001242941.1	P35580
Q8C5Z4					
O35527					
Q3TJF5					
Q8C005					
Q0VEB7					
Q64253	17069	NP_001157508.1;NP_001157509.1;NP_001157510.1;NP_001157511.1;NP_001157512.1;NP_032555.1	4061	NP_001120685.1	Q16553
A0A0R4J202					
Q6P243					
Q9CR29	52715	NP_080194.1	124808	NP_653210.2	Q96MW1
P39054	13430	NP_001240822.1;NP_001240823.1;NP_031897.2	1785	NP_001005361.1	P50570
A8Y5E8					
Q80XI6	26403	NP_071295.2;XP_006531815.1	4296	NP_002410.1	Q16584
H3BK32					
F6ZDT4					
Q7TPQ8					
Q3TVE0					
A2AA66					
A2APZ2					
Q8C1D4					
Q60615					
Q8CH94					
A8XY18					
Q542D4					
B3STQ2					
Q8C1T2					
Q3U1K3					
Q8CA41					
Q9CX08					
B1AVX1					
Q3UN86					
A0A0A0MQL7					
F7BGR7					
D3YUT6					
Q60I90					
Q9JIH8					
Q6IRU7	208518	NP_932136.2	84131	NP_001092272.1	Q5JTW2
S4R1B7					
Q6NSU2					
D3YVY3					
Q91XI0					
Q0PCR5					
Q3TTY0	665270	NP_001074876.1;NP_084348.1;XP_006504110.1	151056	NP_694566.4	Q6P1J6
B1B1A4					
A2AHL1	228432	NP_001121575.1	63982	NP_113606.2	Q9BYT9
Q78S82					
Q60704					
Q149C2	74019	NP_082994.1	26146	NP_056465.2	Q8TDR0
Q9R053	24046	NP_036017.3	11280	NP_054858.2	Q9UI33
E9PZU4					
Q9WUC0					
E9Q803					
Q8VGU1					
D3YUF6					
Q8C4N2					
Q80UJ7	226407	NP_848805.2	22930	NP_001165906.1	Q15042
B2RQ56					
Q5DU44					
D6RJ47					
B9EHL0					
A0A0U1RPF6					
A3KPB7					
A6H622					
Q4VBD9	74533	NP_083262.1;XP_006500367.1;XP_006500368.1	64412	NP_071927.1	Q9H116
D3Z2G9					
P21855	12517	NP_031680.2	971	NP_001773.1	P21854
I6L958					
A2ASX1					
F6YW57					
E0CY34					
F6TDS3					
Q8BXH3					
A2AMR1					
Q8R1Y5					
Q3U9D4					
A6NAW3					
Q6KAP7					
A0A0R5RP33					
Q3UYG1	434778	NP_001029231.1;XP_006541574.1	347475	NP_001094827.1	A6NGH7
E9Q4F9					
Q8VBV9	170639	NP_001161975.1;NP_570936.1	81285	NP_110401.1	Q9H255
Q9JI43					
Q9JL79					
Q3TJB1					
Q9CQY2	67148	NP_080273.1	83640	NP_113640.1	Q9BTL3
Q8BZT8					
Q8BY43					
Q9WUQ2	50907	NP_057912.2	10113	NP_037520.1	Q9HCU5
Q8VGQ8					
D3YUE1					
Q3V1C9					
Q6ZQD8					
Q91Y74	20443	NP_033204.2;XP_011240735.1	6484	NP_001241686.1	Q11206
X5J4H2					
Q6SJE0	404194	NP_995316.2	389400	NP_997293.2	Q6UXV0
P57759	67397	NP_080405.1	10961	NP_006808.1	P30040
Q925V3					
Q3U2P0					
D6RH89					
Q8BV20					
Q9D583					
D3YW93					
Q8CCE4					
Q3TJ01					
D3Z228					
Q5DW34	77683	NP_001012536.2;NP_001103156.1;NP_001103157.1	79813	NP_079033.4	Q9H9B1
O08538	11600	NP_033770.2	284	NP_001137.2	Q15389
E9Q1U1	320226	NP_001074481.1;XP_006538051.1;XP_006538052.1	203238	NP_775821.2	Q6TFL3
A0A0R4J1X3					
Q8BQY4					
D6REH6					
A2ADB4					
Q3V2X4					
Q8BJU6					
D3Z099					
Q8BIB3					
F6X9U9					
A0A087WQ84					
Q8VGJ1					
F7BEP0					
Q3TFD9					
E9Q9R9					
Q922K9	14302	NP_001153016.1;NP_034367.2;XP_006512597.1;XP_006512598.1;XP_006512599.1	2444	NP_002022.1	P42685
A2RTI3					
Q3TKB7					
D3Z0P3					
Q91XF1					
Q61946					
Q3UUX0					
A0A0G2JEX0					
Q64674	20810	NP_033298.1	6723	NP_003123.2	P19623
Q9CXD7					
Q8VEA6	69121	NP_001278249.1;NP_598470.3	25884	NP_001265402.1	Q6WN34
Q6GX98					
V9GWT2					
Q69ZI1	59009	NP_067481.2	57630	NP_065921.2	Q7Z6J0
Q3T9Q3					
Q3UKX5					
A2RSS9					
A2AEX7					
Q7TQF7	218038	NP_001276475.1;NP_778172.1	273	NP_001626.1	P49418
Q5HZJ5	68521	NP_001014995.1	10712	NP_006580.2	P81408
P70207	18845	NP_032908.2	5362	NP_079455.3	O75051
Q9CR13	66117	NP_079639.1	154791	NP_932068.2	Q96HJ9
Q925N9					
Q7TR03					
G3UWJ8					
G3UXD0					
P84099	19921	NP_033104.2	6143	NP_000972.1	P84098
Q8R0W1	217732	NP_001276359.1;NP_776096.2;XP_011242380.1	85457	NP_219494.2	Q9C0C6
B7ZWD1					
O54831	19114	NP_035298.1			
A0A1B0GRQ2					
Q9WVE2					
A0A0G2JFX1					
H9KV04					
H3BJU0					
Q3TX66					
A2BE91					
Q5R1D3					
Q8R326	66645	NP_079958.3	55269	NP_001035879.1	Q8WXF1
A2A6I3					
P70447	11924	NP_033848.1	63973	NP_076924.1	Q9H2A3
Q8BM06					
V9GX50					
Q3UE66					
Q9QWM5					
F6TJT3					
Q9CZH7	67622	NP_080556.1			
A0A1B0GT65					
Q3UFX8					
P51163	22276	NP_001289014.1;NP_001289016.1;NP_033505.1;XP_006507645.1	7390	NP_000366.1	P10746
Q3U0G1					
A0A0J9YTS4					
B2RUK8					
A2RTI5					
A2AES3					
O08825					
Q8R092	99650	NP_001274016.1;NP_080038.1;NP_081776.2	25912	NP_001092086.1	Q9BWL3
A6PWK8					
A0A0R4J048					
P48758	12408	NP_031646.2	873	NP_001748.1	P16152
Q02780	18027	NP_001116424.1;NP_001116425.1;NP_035035.1;XP_006502905.1	4774	NP_001138984.1	Q12857
Q64261	12571	NP_034003.1	1021	NP_001138778.1	Q00534
Q8BFX1	108660	NP_071868.2	149603	NP_001010858.2	Q5TA31
D3Z071					
P19096	14104	NP_032014.3	2194	NP_004095.4	P49327
P50544	11370	NP_059062.1	37	NP_000009.1	P49748
P15209	18212	NP_001020245.1;NP_001269890.1;NP_032771.1;XP_006517212.1;XP_006517215.1;XP_017170908.1;XP_017170909.1	4915	NP_006171.2	Q16620
A2ALV1					
P58544	83962	NP_666305.2	53339	NP_079514.1	Q9H0C5
E9QK22					
Q6BCW5					
Q91XY8					
Q8VF25					
Q3TSA0					
Q52KG8					
A0A0G2JGW7					
Q8BQS9					
E9Q0S5					
D3YY55					
Q0PNF1					
Q3UAG2					
Q3V1F7					
E9QNP6					
M0QW82					
D6RIP6					
Q8C5G3					
Q9CVE8					
Q3TUU0					
Q9JHL0	56743	NP_064428.1;NP_075253.2;XP_006504513.1;XP_006504514.1;XP_006504515.1	7462	NP_054865.2	Q9GZY6
F7BB55					
Q8BWT4					
Q62330					
Q8CIZ6					
Q6P1Z7					
Q3UDW9					
D3YWJ9					
P28662	55950	NP_061242.3	25798	NP_056194.1	O95415
E9PWH3					
Q3USU0					
Q9D8B4					
A0A140LI61					
Q6QLQ4					
Q3TGS7					
B3Y5Z8					
Q6PHB8					
P0C0P8	100043254	NP_001157083.1	594857	NP_001025184.1	P0C0P6
C0LL94					
J3QMV9					
Q5H8A1	433292	NP_001011684.3	129521	NP_001011717.1	Q5H8A3
Q3U1Q4					
Q3TBV3					
A0A0G2JDF2					
H3BJJ9					
Q04690	18015	NP_035027.1;XP_006532504.1	4763	NP_001035957.1	P21359
A7LNR0					
Q3THF6					
A2BI74					
A0A0U1RPU3					
Q7TNK2					
P97469	20583	NP_035545.1	6591	NP_003059.1	O43623
Q8BV76					
E9QNR9					
G3X8R8					
Q6P541					
B2RS80					
E9Q7T5					
Q2VPB3					
I6TS03					
D3Z4T3					
Q860W5					
Q3ULA8					
B1ARX5					
Q78I23					
E9PVZ8					
D3YUV6					
P83714	244218	NP_942155.1			
Q7TQZ7					
Q922R7					
A0A0U1RNN6					
Q9CUK5					
S4R2M5					
Q9QZ84					
Q8VDN8					
Q3UPP6					
A0A075B643					
F6YZU5					
Q8BK09					
Q3V3J8					
D3YUK8					
Q3TA13					
P70441	26941	NP_036160.1	9368	NP_004243.1	O14745
B7FAT1					
Q8BMV4					
Q78XY9					
Q3UT48					
E9Q1I7					
E0CZB9					
A9P6P9					
Q3UVP7					
D3YXY6					
B2RX03					
Q9D5F6					
Q922W7					
A6H634					
A0A0B6VNE1					
G3UXR8					
Q3TAF9					
F7BB92					
Q149E8					
Q78HU3	73711	NP_082893.1	93343	NP_612410.1	Q96EY5
A0A087WR65					
Q6PFH3	212123	NP_766090.2;XP_006530871.1	90379	NP_612362.2	Q66K64
D3YX76					
Q9DCS3	26922	NP_079573.2	51102	NP_057095.3	Q9BV79
V9GWT6					
Q8C371					
A2CG92					
A3KGY9					
Q5XLJ1					
Q3UF06					
D3YZP2					
A0A140LIJ8					
A0A0U1RQB0					
Q6TDU8	320662	NP_796196.3	55259	NP_001076442.1	Q6TDU7
D3Z667					
E0CX96					
Q9DBS4	74121	NP_083041.1;XP_011238110.1	55289	NP_001136279.1	Q9NUZ1
Q3UHC1					
Q8BTD6					
Q9D373					
Q6P6J3					
Q8R4N8					
G3UXD4					
Q8R5J9	65106	NP_075368.1	10550	NP_006398.1	O75915
Q3TJT6					
D3Z0S8					
Q8BN07					
Q9D1L3					
A0A0A6YXJ7					
Q791T5	56462	NP_063933.1;XP_006524731.1;XP_006524732.1;XP_006524733.1	23787	NP_001258570.1	Q9NZJ7
D3YWM8					
B2RPU5					
Q9DB07	76568	NP_076320.2;XP_006510734.1	56912	NP_064538.3	Q9NQC8
F8WJ43					
A0A075B657					
Q8C287					
F7CXU4					
Q3UT97					
A0A0R4IZW9					
E9QMN1					
Q3UWI3					
A6NAW0					
D3Z1Z8					
F6QJX8					
Q8BP24					
Q3UUA9					
A0A1B0GSD3					
Q9D1F0					
H8Y1I5					
Q3UJ20					
A0A0N4SUQ5					
Q80VP9	72898	NP_082662.1;XP_011247871.1;XP_011247872.1;XP_011247873.1;XP_011247874.1;XP_011247875.1;XP_011247876.1;XP_011247877.1;XP_011247878.1;XP_017176606.1;XP_017176607.1	57168	NP_065170.2	Q6ICH7
Q8C6E0	216618	NP_080016.1	112942	NP_542398.3	Q96G28
Q91YH6					
Q0VGI4					
D3Z0M3					
Q66JP8					
A0A0J9YUF4					
B7ZW98					
A0A0A6YXQ5					
Q9ER89					
E9Q0P6					
Q6P904					
G3UZR8					
D3YYE5					
E9PVW1					
P47932					
Q2VT26					
Q3S4B0					
Q80TL9					
O88216					
Q6A0D1					
D3Z1E8					
Q8C436	207965	NP_001028408.2	79609	NP_078834.2	Q9H867
Q3TPZ0					
Q8CIH5	234779	NP_758489.1	5336	NP_002652.2	P16885
P70419	14425	NP_056551.2	2591	NP_004473.2	Q14435
F6U6Z2					
Q8VGA1					
Q3KNI8					
J3QMU2					
Q6NVD9	107993	NP_001002896.1	8419	NP_003562.1	Q13515
Q9D846					
A0A0G2JDY2					
Q80VY6					
A0A0A6YWH6					
Q924U2					
Q9CX83	78248	NP_001159849.1;NP_001159850.1;NP_001159851.1;NP_001159852.1;NP_084342.1;XP_006528687.1;XP_006528688.1;XP_006528689.1;XP_006528690.1	51309	NP_057692.1	Q9P291
A2BHN9					
B1AS34					
Q5DTG3					
Q8C3C8					
Q9R1X5	27416	NP_038818.2;XP_006522271.1	10057	NP_005679.2	O15440
O09035	13168	NP_067269.1			
Q8JZY2	69456	NP_848464.1	51397	NP_057228.1	Q9Y6G5
Q8BXK4	101148	NP_780521.2	154743	NP_689769.2	Q1RMZ1
G3UYI2					
Q3TQR0	233575	NP_001278287.1;NP_663558.1;XP_006507706.1;XP_006507707.1;XP_006507708.1;XP_006507709.1;XP_006507713.1;XP_006507714.1			
D3Z0B2					
E9QAY6					
Q69Z43					
A5D8Y6					
A2AAW4					
Q9DA35					
O35261	13557	NP_034223.1	1871	NP_001940.1	O00716
Q9D4Q1	67747	NP_080633.2	26150	NP_056468.2	Q9H4K1
Q8C6Y2					
H9KV10					
Q91WG8	50798	NP_001177343.1;NP_056643.3	10020	NP_001121699.1	Q9Y223
Q8BJK5					
E9QKW9					
J3QNP0					
E9Q6M6					
Q5SX76					
Q5DTQ2					
B9EK88					
Z4YLM5					
A0A0G2JGW1					
A2A899					
Q3UGH8					
Q3UWK7					
Q9D7H4	69534	NP_081382.1	60370	NP_068378.2	Q5T686
Q8CD60	319477	NP_795895.1	388135	NP_001034703.1	Q2T9L4
Q99LL6					
P23812	15432	NP_032300.2	3238	NP_067016.3	P35452
Q8R1H4					
Q99KL8					
Q14AW2					
C1KG51					
Q3TLS9					
A0A0N4SUX7					
Q540I4					
A0A0J9YVB3					
G3UYU3					
D6RHR7					
B0QZW2					
Q9WVB4	20564	NP_035542.2	6586	NP_001258875.1	O75094
A2NMA3					
O88477	140486	NP_034081.1	10642	NP_006537.3	Q9NZI8
Q4QQL2					
Q8CD09					
I7HJQ8					
Q8VI36	19303	NP_035353.1;NP_598676.2	5829	NP_001074324.1	P49023
A2AQN5					
Q3U1Z7					
Q3UD85					
F7AUN8					
E9QN99					
K7N662					
Q8VEY1					
Q3TVE3					
B2RUB8					
A0A0N4SV67					
Q569U6					
A0A0U1RP33					
A0A0N4SVK3					
F6ZZ61					
Q3U0D2					
Q9JHB6					
A0A0G2JGS5					
Q3UH70					
Q3TBC5					
Q8CF75					
P56931	242705	NP_001292328.1;NP_808401.1	1870	NP_004082.1	Q14209
Q9CRY7	66569	NP_079914.1	284161	NP_872375.2	Q8N9F7
Q3TLP1					
D6RGR7					
Q9QYS6					
Q6PHC1					
Q7TPU0					
A0A140LHX9					
Q99KH1					
Q9JHB7					
F6YNI8					
Q78KC5					
Q14DP9					
E9Q197					
Q9QXC1	59083	NP_001077373.1;NP_001077374.1;NP_067539.1	26998	NP_055190.2	Q9UGM5
Q3UVJ7					
F8VQF8					
Q66V77					
Q61029	21917	NP_001073598.1;NP_001073600.1;NP_001073601.1	7112	NP_001027454.1	P42166;P42167
I6L9J4					
P18469					
A6PW91					
Q3U3U0					
A0A0R4J0J7					
Q8BZX2					
X5J5E8					
Q9D0U9	68865	NP_081131.1;XP_006531400.1;XP_006531401.1;XP_011246798.1	64801	NP_073623.1	Q9H2C2
P70439					
B2RRW5					
Q4KL20					
Q5XQJ4					
Q8C8X8					
E9Q8V6					
Q811B2					
Q4KL16					
E9QAP1					
G5E8M7					
Q9R1Q7	18824	NP_062729.1	5355	NP_002659.1	Q04941
I6L9A5					
Q6DI69					
Q3UXG0					
Q05DM9					
A0A0G2JES4					
Q9D3R4					
I6L990					
Q3U2H1					
Q5M6W3	73324	NP_001156993.1;NP_082780.1;XP_006514881.1	130162	NP_689598.2	Q8NHS4
Q3TZU2					
Q9JJA7	56036	NP_997561.1	81669	NP_112199.2	Q96S94
Q3TW10					
Q9D3R8					
Q3T9N8					
Q52PE3					
A0A140LIQ0					
Q8CHD8	215445	NP_001156340.1;NP_001156341.1;NP_694780.1	9727	NP_055515.1	O75154
Q8BKK4	75276	NP_001277672.1;NP_001277673.1;NP_766008.2	151242	NP_001248353.1	Q8WVI7
Q8C7E6					
Q8C4A8					
Q571M4					
Q3TZH8					
Q6DLX1					
D3Z7F1					
A0A0N4SUX6					
A0A0R4J144					
Q91ZF2	56092	NP_062412.1;XP_006517360.1			
Q3V157					
X5J4D4					
Q64450					
D3Z2T4					
G5E8K2					
G5E863					
Q8C4K3					
Q9EPU8					
L7MU59					
A8Y5M6					
F7ASU3					
Q1W617	208431	NP_001035549.1;NP_001300693.1;NP_001300694.1	57477	NP_065768.2	Q9ULL8
Q541P3					
Q8CAS1					
X5J594					
Q3USB1					
Q99LX5	67862	NP_077172.1	79169	NP_077295.1	Q9BU76
A2ASJ0					
E9QKG6					
A2AQ56					
Q3TEM6					
D3Z0U5					
Q3V185					
Q80TA4					
E9PY33					
A0A0G2JFV1					
D3YXH1					
D3YUX3					
A0A0N4SWH7					
Q8C8B0	216285	NP_766141.1;XP_006513592.1	8092	NP_008913.2	Q15699
Q67E05	329547	NP_808518.1	671	NP_001716.2	P17213
B2RX31					
Q01705	18128	NP_032740.3	4851	NP_060087.3	P46531
A0A0A6YW68					
A2AKA9					
E9QAE8					
Q499F9					
Q9CQH5					
F7CBP1					
A0A075B680					
K7QD41					
A0A140LHQ7					
Q8BPU2					
Q7TRX8					
D3YZH5					
A0A0U1RP94					
B2RR42					
Q3US40					
B7ZMW6					
E9PX23					
D3YUX1					
B2KGK9					
A0A140LIL8					
A2AL78					
Q9QUK9					
Q9EQ90					
A0A0R4J1F4					
Q3V1G6					
Q8CIU7					
Q540C2					
A0A0G2JFX3					
Q3U7G3					
Q9D9U7					
G3UZ12					
Q1KYL9					
B2RVN8					
Q8K2C8	102247	NP_061213.2	137964	NP_848934.1	Q86UL3
Q2VPD5					
Q6R5E8					
Q9CRC7					
Q3TA69					
Q3TJR9					
P20029	14828	NP_001156906.1;NP_071705.3	3309	NP_005338.1	P11021
E9Q0G4					
Q148S0					
F6XC54					
Q9D1G0	66705	NP_079994.2	1775	NP_001365.1	Q92874
Q8BPS2					
D3YVU3					
Q9CWY3	66083	NP_001030295.1	79918	NP_079136.2	Q8TBK2
F6SUU5					
F7DCB1					
Q14AQ4					
H3BKD1					
D0QMC7					
Q8BUN5	17127	NP_058049.3	4088	NP_005893.1	P84022
A0A1B0GSK4					
D3Z3H4					
Q14AQ1					
Q8C1M4					
Q61313	21419	NP_033360.2	7021	NP_003212.2	Q92481
A0A0A6YWB1					
A0A140LJ44					
O70209	53318	NP_058078.1			
H3BJN1					
Q2VPQ9	70088	NP_001277630.1;NP_081586.1	64769	NP_073593.2	Q9HAF1
Q3TD93					
F6UIS1					
Q3TEB2					
E9PYK6					
E9Q955					
Q544V2					
H3BKP6					
D3YY78					
Q8BR13					
Q3TRW4					
Q3TST6					
F6ZL22					
Q5NTY0					
Q6NXK9					
P06801	17436	NP_001185862.1;NP_032641.2	4199	NP_002386.1	P48163
G3UX33					
Q6W080					
J3QMV8					
D3Z557					
D6RGU5					
Q8CDH4					
A0A0R4J1W0					
Q5XQL7					
Q8BHI7	68801	NP_599016.2;XP_006511463.1	60481	NP_068586.1	Q9NYP7
Q9JJY3	58994	NP_067466.1;XP_006531304.1;XP_011246764.1;XP_011246765.1	55512	NP_061137.1	Q9NY59
A1YZC6					
Q3V3Y3					
Q5BJ30					
A2AEW8					
G3UXX5					
Q9CZK7					
F8WIE7					
Q3TXR5					
Q8C4P0	230259	NP_001015681.1;NP_694798.1;XP_006537923.1;XP_006537924.1			
A0A0G2JFC6					
Q9CTL7					
F7CXG1					
A0JLR6					
Q8CJ30					
Q9DA39	68212	NP_080893.1	51643	NP_057140.2	Q9HC24
Q9CUC8					
B7ZBV1					
V9GXA0					
D3Z602					
Q8BH81					
A2AVT5					
Q8BRK0					
G3UYY3					
A0A0A6YXE6					
G5E8D6					
Q9ER40					
Q3U507	213439	NP_001028423.1;NP_001171252.1;NP_001171253.1	84636	NP_115942.1	Q9BXC1
G3UXQ6					
Q3V1Q8					
D3Z5U8					
A0A076N1C3					
Q3TZZ7	52635	NP_083007.2;XP_017170617.1	57488	NP_065779.1	A0FGR8
F6X9A4					
P20067					
Q66V79					
A0A0N4SUL5					
B2KGR2					
Q6PGA0	214742	NP_001277207.1;NP_659063.3			
A0A1B0GSP1					
P43277	14957	NP_663759.3	3007	NP_005311.1	P16402
Q3UFD7	233080	NP_001028488.1	2865	NP_005295.1	O14843
Z4YK27					
Q3UWI4					
A2RS68					
D6RHL4					
Q05DS2					
Q6NZK8	218232	NP_001288710.1;NP_997115.1	138639	NP_001240758.1	A2A3K4
Q9JJ00	22038	NP_035766.2;XP_006511115.1	5359	NP_066928.1	O15162
G3X9P1					
J3QNK3					
P97325	20441	NP_001155246.1;NP_001272449.1;NP_033202.3	6487	NP_777624.1	Q11203
Q3V484					
F6TQE2					
Q3UN35					
Q5K2K0					
P70378	14166	NP_001278033.1;NP_034328.1;XP_011247026.1	2256	NP_004103.1	Q92914
D6RI60					
Q8C6B8					
Q3UFN8					
Q8C511					
D3Z2X5					
E9PW10					
