9606.ENSP00000300161	P31946
9606.ENSP00000265447	P50995
9606.ENSP00000262219	P27216
9606.ENSP00000257497	P04083
9606.ENSP00000346032	P07355
9606.ENSP00000264908	P12429
9606.ENSP00000377833	P09525
9606.ENSP00000296511	P08758
9606.ENSP00000346550	P08133
9606.ENSP00000362010	P20073
9606.ENSP00000341674	P13928
9606.ENSP00000357943	O76027
9606.ENSP00000258749	P28039
9606.ENSP00000354193	P19801
9606.ENSP00000253799	O75106
9606.ENSP00000312326	Q16853
9606.ENSP00000340684	P21397
9606.ENSP00000367309	P27338
9606.ENSP00000363832	Q06278
9606.ENSP00000358708	O60641
9606.ENSP00000274000	Q63HQ0
9606.ENSP00000350199	Q10567
9606.ENSP00000377148	O43747
9606.ENSP00000312442	O75843
9606.ENSP00000388996	Q9BXS5
9606.ENSP00000250244	Q9Y6Q5
9606.ENSP00000336666	P61966
9606.ENSP00000328789	P56377
9606.ENSP00000379891	Q96PC3
9606.ENSP00000351926	O95782
9606.ENSP00000413234	O94973
9606.ENSP00000368924	P05549
9606.ENSP00000314414	P63010
9606.ENSP00000377265	Q92481
9606.ENSP00000201031	Q92754
9606.ENSP00000008391	Q7Z6R9
9606.ENSP00000362332	Q6VUC0
9606.ENSP00000292807	Q96CW1
9606.ENSP00000263270	P53680
9606.ENSP00000255194	O00203
9606.ENSP00000261722	Q13367
9606.ENSP00000344055	O14617
9606.ENSP00000347408	Q9Y2T2
9606.ENSP00000174653	P53677
9606.ENSP00000325369	Q92572
9606.ENSP00000338777	P59780
9606.ENSP00000300714	Q96N21
9606.ENSP00000338397	P50583
9606.ENSP00000256658	Q9Y6B7
9606.ENSP00000261842	Q9UPM8
9606.ENSP00000352603	O00189
9606.ENSP00000216366	Q9Y587
9606.ENSP00000454303	Q2VPB7
9606.ENSP00000261558	Q9H0R1
9606.ENSP00000246041	Q9NUS5
9606.ENSP00000297562	O43299
9606.ENSP00000448165	O14727
9606.ENSP00000265381	Q02410
9606.ENSP00000453144	Q99767
9606.ENSP00000315136	O96018
9606.ENSP00000299402	O00213
9606.ENSP00000427211	Q92870
9606.ENSP00000346378	O95704
9606.ENSP00000083182	Q92624
9606.ENSP00000310071	Q9UM13
9606.ENSP00000346987	Q9BS18
9606.ENSP00000227618	P60006
9606.ENSP00000299381	Q96DE5
9606.ENSP00000339109	Q9H1A4
9606.ENSP00000233607	O95996
9606.ENSP00000318775	Q9UJX5
9606.ENSP00000261819	Q9UJX4
9606.ENSP00000394394	Q9UJX3
9606.ENSP00000347433	Q8J025
9606.ENSP00000360191	Q8NCL9
9606.ENSP00000257430	P25054
9606.ENSP00000305464	Q9ULZ1
9606.ENSP00000216714	P27695
9606.ENSP00000364126	Q9UBZ4
9606.ENSP00000358105	Q96BI3
9606.ENSP00000261879	Q8WW43
9606.ENSP00000431391	Q9BZZ5
9606.ENSP00000257254	P35414
9606.ENSP00000324277	Q96LR9
9606.ENSP00000307004	Q8IW19
9606.ENSP00000221891	P51693
9606.ENSP00000263574	Q06481
9606.ENSP00000217456	Q9HDC9
9606.ENSP00000236850	P02647
9606.ENSP00000356969	P02652
9606.ENSP00000350425	P06727
9606.ENSP00000227665	Q6Q788
9606.ENSP00000321334	P08519
9606.ENSP00000457539	Q0VD83
9606.ENSP00000233242	P04114
9606.ENSP00000252491	P02654
9606.ENSP00000466775	P02655
9606.ENSP00000227667	P02656
9606.ENSP00000468236	P55056
9606.ENSP00000345179	P05090
9606.ENSP00000252486	P02649
9606.ENSP00000381250	Q13790
9606.ENSP00000205948	P02749
9606.ENSP00000317674	O14791
9606.ENSP00000249066	Q9BQE5
9606.ENSP00000344577	O95236
9606.ENSP00000338260	Q9BPW4
9606.ENSP00000249044	Q9BWW9
9606.ENSP00000386280	Q9BWW8
9606.ENSP00000365081	O95445
9606.ENSP00000368528	Q9BUR5
9606.ENSP00000386485	Q96IL0
9606.ENSP00000331625	Q8IVJ8
9606.ENSP00000315383	Q53RT3
9606.ENSP00000326119	Q13794
9606.ENSP00000369141	Q7Z2E3
9606.ENSP00000367615	P07741
9606.ENSP00000337144	Q8IXF9
9606.ENSP00000337144	A6NM10
9606.ENSP00000318355	Q96PS8
9606.ENSP00000318770	Q8NBQ7
9606.ENSP00000311165	P29972
9606.ENSP00000199280	P41181
9606.ENSP00000297991	Q92482
9606.ENSP00000372654	P55087
9606.ENSP00000293599	P55064
9606.ENSP00000320247	Q13520
9606.ENSP00000297988	O14520
9606.ENSP00000219660	O94778
9606.ENSP00000219919	O43315
9606.ENSP00000156471	O60306
9606.ENSP00000398637	Q5H913
9606.ENSP00000377769	Q3SXY8
9606.ENSP00000219204	Q9Y2Y0
9606.ENSP00000306788	Q15041
9606.ENSP00000313422	Q66PJ3
9606.ENSP00000315357	Q8N6S5
9606.ENSP00000366244	P10398
9606.ENSP00000369518	Q6UW56
9606.ENSP00000377233	Q96P48
9606.ENSP00000302895	Q8WZ64
9606.ENSP00000239440	Q8WWN8
9606.ENSP00000312262	P25098
9606.ENSP00000317578	P35626
9606.ENSP00000262942	Q92747
9606.ENSP00000252725	O15143
9606.ENSP00000417677	Q8IWT0
9606.ENSP00000349022	Q7LC44
9606.ENSP00000370227	P15514
9606.ENSP00000348714	O15033
9606.ENSP00000272102	P84077
9606.ENSP00000256682	P61204
9606.ENSP00000306010	P18085
9606.ENSP00000000233	P84085
9606.ENSP00000298316	P62330
9606.ENSP00000314615	Q8N6T3
9606.ENSP00000434442	Q8N6H7
9606.ENSP00000263245	Q9NP61
9606.ENSP00000296557	P53367
9606.ENSP00000254584	P53365
9606.ENSP00000326884	Q13795
9606.ENSP00000411459	Q8N1W1
9606.ENSP00000381780	A8MVX0
9606.ENSP00000367355	A5YM69
9606.ENSP00000367638	Q8N4T4
9606.ENSP00000355060	Q9HCE6
9606.ENSP00000335578	A6NJG6
9606.ENSP00000357066	P05089
9606.ENSP00000261783	P78540
9606.ENSP00000383059	Q9NWB6
9606.ENSP00000328083	A1IGU5
9606.ENSP00000416125	Q9NXL2
9606.ENSP00000298694	Q8TER5
9606.ENSP00000337261	Q92888
9606.ENSP00000354837	Q92974
9606.ENSP00000341071	Q9NR81
9606.ENSP00000316845	Q9NR80
9606.ENSP00000056217	Q12774
9606.ENSP00000250617	Q15052
9606.ENSP00000364893	Q14155
9606.ENSP00000347134	Q7Z628
9606.ENSP00000253401	O43307
9606.ENSP00000340297	O15013
9606.ENSP00000357177	O15085
9606.ENSP00000380942	Q9NZN5
9606.ENSP00000355026	O94989
9606.ENSP00000367629	Q5VV41
9606.ENSP00000263674	Q96PE2
9606.ENSP00000352995	Q6ZSZ5
9606.ENSP00000270747	Q8IW93
9606.ENSP00000335560	Q86VW2
9606.ENSP00000348828	Q96DR7
9606.ENSP00000364567	Q8NDY3
9606.ENSP00000362273	Q9NX46
9606.ENSP00000363458	Q5SW96
9606.ENSP00000320485	O14497
9606.ENSP00000344546	Q8NFD5
9606.ENSP00000369217	Q9Y4X5
9606.ENSP00000386193	Q8N7S6
9606.ENSP00000348769	O95376
9606.ENSP00000263620	Q99856
9606.ENSP00000343126	Q8IVW6
9606.ENSP00000368189	A6NKF2
9606.ENSP00000347602	P29374
9606.ENSP00000264183	Q4LE39
9606.ENSP00000350078	Q03989
9606.ENSP00000279873	Q14865
9606.ENSP00000335044	Q68CP9
9606.ENSP00000386520	Q9Y4B4
9606.ENSP00000235835	O43488
9606.ENSP00000355377	O95154
9606.ENSP00000308496	Q8N8L6
9606.ENSP00000282026	Q969Q4
9606.ENSP00000323847	Q8N4G2
9606.ENSP00000433427	Q9NXU5
9606.ENSP00000380635	Q0P5N6
9606.ENSP00000337478	Q8IVW1
9606.ENSP00000261636	P40616
9606.ENSP00000246747	P36404
9606.ENSP00000260746	P36405
9606.ENSP00000349250	P40617
9606.ENSP00000375057	P56559
9606.ENSP00000322628	P49703
9606.ENSP00000295087	Q9Y689
9606.ENSP00000366487	Q96KC2
9606.ENSP00000269586	A6NH57
9606.ENSP00000337722	Q9H0F7
9606.ENSP00000272217	Q96BM9
9606.ENSP00000256496	Q9NVJ2
9606.ENSP00000353210	Q6T311
9606.ENSP00000307188	P04424
9606.ENSP00000319412	Q8N2F6
9606.ENSP00000276569	Q9NVT9
9606.ENSP00000376417	Q8NEN0
9606.ENSP00000298032	Q5W041
9606.ENSP00000306410	Q5T2S8
9606.ENSP00000268314	Q96C12
9606.ENSP00000376148	Q6NXE6
9606.ENSP00000245543	Q9H6L4
9606.ENSP00000420333	Q8IUR7
9606.ENSP00000258417	Q7Z3E5
9606.ENSP00000436682	P0C7Q2
9606.ENSP00000356263	Q9H993
9606.ENSP00000361917	Q9P291
9606.ENSP00000328631	Q7L311
9606.ENSP00000340672	Q9UH62
9606.ENSP00000404304	Q5H9R4
9606.ENSP00000246174	Q6P1M9
9606.ENSP00000354708	Q7L4S7
9606.ENSP00000307479	Q9HBZ2
9606.ENSP00000351407	P27540
9606.ENSP00000333948	Q86WX3
9606.ENSP00000254286	Q9NZ32
9606.ENSP00000249822	P56211
9606.ENSP00000187397	Q9UBL0
9606.ENSP00000367220	P61160
9606.ENSP00000256001	Q9P1U1
9606.ENSP00000252071	Q9C0K3
9606.ENSP00000263238	P61158
9606.ENSP00000259477	Q9BPX5
9606.ENSP00000243903	Q9H9F9
9606.ENSP00000188312	Q9GZN1
9606.ENSP00000336842	Q9H981
9606.ENSP00000295685	O15144
9606.ENSP00000228825	O15145
9606.ENSP00000388169	P59998
9606.ENSP00000352918	O15511
9606.ENSP00000350075	Q7Z6K5
9606.ENSP00000409581	P49407
9606.ENSP00000269260	P32121
9606.ENSP00000311538	P36575
9606.ENSP00000360475	Q8N5I2
9606.ENSP00000222250	Q8TBH0
9606.ENSP00000265138	Q96B67
9606.ENSP00000268042	Q8NCT1
9606.ENSP00000371200	A6NEK1
9606.ENSP00000386444	P10523
9606.ENSP00000216124	P15289
9606.ENSP00000264914	P15848
9606.ENSP00000370546	P51689
9606.ENSP00000370526	P51690
9606.ENSP00000352319	P54793
9606.ENSP00000407193	Q96EG1
9606.ENSP00000370522	Q5FYA8
9606.ENSP00000333395	Q5FYB1
9606.ENSP00000320219	Q5FYB0
9606.ENSP00000369346	Q6UWY0
9606.ENSP00000387435	Q5T4W7
9606.ENSP00000312458	Q9H2C2
9606.ENSP00000263207	O00192
9606.ENSP00000368332	Q96QS3
9606.ENSP00000443194	P18440
9606.ENSP00000286479	P11245
9606.ENSP00000358896	Q9HBK9
9606.ENSP00000363118	P0C7U1
9606.ENSP00000399947	P0C7U2
9606.ENSP00000371152	Q13510
9606.ENSP00000378897	Q9NR71
9606.ENSP00000350297	Q9ULH1
9606.ENSP00000281419	O43150
9606.ENSP00000338769	Q8TDY4
9606.ENSP00000366342	Q495Z4
9606.ENSP00000391137	Q8WXI3
9606.ENSP00000417914	Q8WXH4
9606.ENSP00000355195	Q8WXK4
9606.ENSP00000350331	Q8WXK3
9606.ENSP00000419199	A6NK59
9606.ENSP00000275699	Q8WXK1
9606.ENSP00000293414	Q96NS5
9606.ENSP00000284142	Q8WXJ9
9606.ENSP00000386532	Q6ZVZ8
9606.ENSP00000264607	Q9Y576
9606.ENSP00000451575	Q96Q27
9606.ENSP00000313756	Q9Y575
9606.ENSP00000321388	Q9Y574
9606.ENSP00000296525	Q8WWX0
9606.ENSP00000277458	Q9NWX5
9606.ENSP00000328327	Q9H672
9606.ENSP00000320893	Q9H765
9606.ENSP00000369855	Q96DX5
9606.ENSP00000339404	Q8N9N2
9606.ENSP00000305502	Q9H1I8
9606.ENSP00000358159	Q8N3C0
9606.ENSP00000266744	P50553
9606.ENSP00000332293	Q99929
9606.ENSP00000318846	Q9NQ33
9606.ENSP00000345420	Q6XD76
9606.ENSP00000469019	Q7RTU5
9606.ENSP00000247470	Q9ULZ3
9606.ENSP00000229595	Q9Y294
9606.ENSP00000263382	Q9NVP2
9606.ENSP00000301776	Q7L266
9606.ENSP00000269299	P07306
9606.ENSP00000347140	P07307
9606.ENSP00000376204	Q9NR48
9606.ENSP00000340896	Q9UBL3
9606.ENSP00000258457	Q9BVC5
9606.ENSP00000297512	Q9UHC3
9606.ENSP00000326627	Q96FT7
9606.ENSP00000442477	Q9NY37
9606.ENSP00000364092	P42127
9606.ENSP00000357425	Q92484
9606.ENSP00000363001	Q92485
9606.ENSP00000370718	O95671
9606.ENSP00000340409	P17405
9606.ENSP00000349887	O43681
9606.ENSP00000260952	Q9NWL6
9606.ENSP00000175506	P08243
9606.ENSP00000302176	Q9BZE9
9606.ENSP00000373860	A6ND91
9606.ENSP00000264595	P20933
9606.ENSP00000311447	Q5U4P2
9606.ENSP00000215906	Q6ICH7
9606.ENSP00000368767	Q12797
9606.ENSP00000356379	Q8IZT6
9606.ENSP00000364694	Q9BXN1
9606.ENSP00000202556	Q96KQ4
9606.ENSP00000341957	Q13625
9606.ENSP00000432816	P26436
9606.ENSP00000253004	P00966
9606.ENSP00000264992	Q2TB18
9606.ENSP00000468969	Q9Y284
9606.ENSP00000343674	Q6HA08
9606.ENSP00000354536	O14525
9606.ENSP00000354504	O75129
9606.ENSP00000261191	Q9NVM9
9606.ENSP00000364839	Q8IXJ9
9606.ENSP00000391447	Q76L83
9606.ENSP00000269197	Q9C0F0
9606.ENSP00000284629	Q8WWH4
9606.ENSP00000349325	O60312
9606.ENSP00000313600	O94823
9606.ENSP00000273859	Q9P241
9606.ENSP00000283558	P98196
9606.ENSP00000321195	Q9Y2G3
9606.ENSP00000332756	Q8NB49
9606.ENSP00000218548	P54707
9606.ENSP00000349877	Q9HD20
9606.ENSP00000327214	Q9NQ11
9606.ENSP00000256031	Q9H7F0
9606.ENSP00000339182	Q4VNC1
9606.ENSP00000341942	Q4VNC0
9606.ENSP00000295598	P05023
9606.ENSP00000354490	P50993
9606.ENSP00000302397	P13637
9606.ENSP00000357060	Q13733
9606.ENSP00000356789	P05026
9606.ENSP00000250111	P14415
9606.ENSP00000286371	P54709
9606.ENSP00000218008	Q9UN42
9606.ENSP00000349595	O14983
9606.ENSP00000440045	P16615
9606.ENSP00000353072	Q93084
9606.ENSP00000261173	P20020
9606.ENSP00000324172	Q01814
9606.ENSP00000263519	Q16720
9606.ENSP00000350310	P23634
9606.ENSP00000376914	P98194
9606.ENSP00000262429	O75185
9606.ENSP00000296486	Q8TBG4
9606.ENSP00000310978	Q8IUZ5
9606.ENSP00000370414	Q5VTU8
9606.ENSP00000358737	P24539
9606.ENSP00000348205	P05496
9606.ENSP00000377878	Q06055
9606.ENSP00000284727	P48201
9606.ENSP00000421076	Q7Z4Y8
9606.ENSP00000403910	Q9NW81
9606.ENSP00000410759	Q9ULK2
9606.ENSP00000358886	Q5T6C5
9606.ENSP00000397259	Q14CW9
9606.ENSP00000371084	Q9Y2Q0
9606.ENSP00000371070	Q9NTI2
9606.ENSP00000283684	O43520
9606.ENSP00000357475	P98198
9606.ENSP00000311336	O60423
9606.ENSP00000284509	Q8TF62
9606.ENSP00000339016	Q8NBU5
9606.ENSP00000287394	Q6PL18
9606.ENSP00000313171	Q96QE3
9606.ENSP00000358503	Q5TC04
9606.ENSP00000327832	Q5SQI0
9606.ENSP00000390941	Q86WG3
9606.ENSP00000238789	Q9ULI0
9606.ENSP00000368030	Q9NVI7
9606.ENSP00000311766	Q5T9A4
9606.ENSP00000368062	Q5T2N8
9606.ENSP00000224652	O95260
9606.ENSP00000262053	P18846
9606.ENSP00000264110	P15336
9606.ENSP00000344352	P18847
9606.ENSP00000336790	P18848
9606.ENSP00000396954	Q9Y2D1
9606.ENSP00000356919	P18850
9606.ENSP00000364349	Q99941
9606.ENSP00000329212	P17544
9606.ENSP00000282185	Q9H0Y0
9606.ENSP00000425107	O94817
9606.ENSP00000366475	Q2TAZ0
9606.ENSP00000353010	Q96BY7
9606.ENSP00000283290	Q9NT62
9606.ENSP00000361306	Q8WYN0
9606.ENSP00000384259	Q9Y4P1
9606.ENSP00000322159	Q96DT6
9606.ENSP00000311318	Q86TL0
9606.ENSP00000343313	Q9H1Y0
9606.ENSP00000346437	O95352
9606.ENSP00000355173	Q7Z3C6
9606.ENSP00000338990	Q9BSB4
9606.ENSP00000387185	Q32M88
9606.ENSP00000335203	Q9UII2
9606.ENSP00000369921	Q8N6G6
9606.ENSP00000346478	Q86TH1
9606.ENSP00000286744	P82987
9606.ENSP00000271643	Q6UY14
9606.ENSP00000327608	Q6ZMM2
9606.ENSP00000351155	Q8WXF7
9606.ENSP00000368237	Q8NHH9
9606.ENSP00000381844	Q6DD88
9606.ENSP00000299575	O43313
9606.ENSP00000278616	Q13315
9606.ENSP00000349076	P54259
9606.ENSP00000292079	P54710
9606.ENSP00000302216	Q92858
9606.ENSP00000362777	Q8N100
9606.ENSP00000304676	Q96SQ7
9606.ENSP00000316854	O00244
9606.ENSP00000300145	Q9Y6H3
9606.ENSP00000262623	P20648
9606.ENSP00000334216	P51164
9606.ENSP00000243997	P56381
9606.ENSP00000301587	O75947
9606.ENSP00000306003	P56385
9606.ENSP00000389649	P18859
9606.ENSP00000300688	O75964
9606.ENSP00000308334	Q99766
9606.ENSP00000354632	P00846
9606.ENSP00000345728	Q04656
9606.ENSP00000242839	P35670
9606.ENSP00000355265	P03928
9606.ENSP00000342481	O75110
9606.ENSP00000398076	O43861
9606.ENSP00000282050	P25705
9606.ENSP00000262030	P06576
9606.ENSP00000215375	P30049
9606.ENSP00000361005	Q5TC12
9606.ENSP00000417190	Q8N5M1
9606.ENSP00000349142	P36542
9606.ENSP00000292475	P56134
9606.ENSP00000290299	P48047
9606.ENSP00000348337	Q6ZP68
9606.ENSP00000319713	Q6RW13
9606.ENSP00000323099	Q8WXE1
9606.ENSP00000347152	Q5VV63
9606.ENSP00000262919	O75882
9606.ENSP00000362441	P46100
9606.ENSP00000343741	Q13535
9606.ENSP00000270328	Q9H324
9606.ENSP00000422554	P58397
9606.ENSP00000360997	Q76LX8
9606.ENSP00000362304	Q8WXS8
9606.ENSP00000299164	Q8TE58
9606.ENSP00000274181	Q8TE57
9606.ENSP00000268070	Q8TE56
9606.ENSP00000282849	Q8TE60
9606.ENSP00000274487	Q8TE59
9606.ENSP00000284984	Q9UHI8
9606.ENSP00000374071	P59510
9606.ENSP00000251582	O95450
9606.ENSP00000286657	O15072
9606.ENSP00000356975	O75173
9606.ENSP00000284987	Q9UNA0
9606.ENSP00000370443	Q9UKP5
9606.ENSP00000373472	Q9UKP4
9606.ENSP00000257359	Q9UP79
9606.ENSP00000418735	Q9P2N4
9606.ENSP00000348234	P17735
9606.ENSP00000252934	Q9UBB4
9606.ENSP00000415822	P0C7T5
9606.ENSP00000244769	P54253
9606.ENSP00000378917	Q8WWM7
9606.ENSP00000366843	Q99700
9606.ENSP00000369996	Q9H3M9
9606.ENSP00000376965	P54252
9606.ENSP00000381590	O15265
9606.ENSP00000238044	Q9H1Z8
9606.ENSP00000364883	Q13825
9606.ENSP00000363416	Q9H7T9
9606.ENSP00000366748	Q9Y679
9606.ENSP00000216911	O14965
9606.ENSP00000463999	Q96GD4
9606.ENSP00000302898	Q9UQB9
9606.ENSP00000344087	Q8WXX7
9606.ENSP00000378735	O75061
9606.ENSP00000306822	Q9NQS1
9606.ENSP00000257861	O75366
9606.ENSP00000315568	Q8NBF6
9606.ENSP00000359660	Q5T686
9606.ENSP00000241416	P27037
9606.ENSP00000340361	Q13705
9606.ENSP00000363645	Q58HT5
9606.ENSP00000421172	Q6E213
9606.ENSP00000315915	Q3ZCQ2
9606.ENSP00000346032	A6NMY6
9606.ENSP00000352101	Q5T2P8
9606.ENSP00000363395	Q5VT79
9606.ENSP00000356590	Q5T1B0
9606.ENSP00000262320	O15169
9606.ENSP00000302625	Q9Y2T1
9606.ENSP00000419371	Q9H6S1
9606.ENSP00000321507	O14977
9606.ENSP00000294517	Q96A70
9606.ENSP00000302564	Q07817
9606.ENSP00000250405	Q92843
9606.ENSP00000260442	Q9HD36
9606.ENSP00000376943	O43521
9606.ENSP00000246785	Q9HB09
9606.ENSP00000318883	Q9BXK5
9606.ENSP00000309132	Q9BZR8
9606.ENSP00000376992	Q5TBC7
9606.ENSP00000267953	Q16548
9606.ENSP00000452780	P61769
9606.ENSP00000405600	P04920
9606.ENSP00000273063	P48751
9606.ENSP00000424424	Q96Q91
9606.ENSP00000369986	P59052
9606.ENSP00000262418	P02730
9606.ENSP00000307875	Q9P2W7
9606.ENSP00000230053	Q9NPZ5
9606.ENSP00000265471	O94766
9606.ENSP00000323479	O75752
9606.ENSP00000355559	Q8NCR0
9606.ENSP00000343002	Q6Y288
9606.ENSP00000305595	Q9NY97
9606.ENSP00000321874	Q9Y2A9
9606.ENSP00000319636	Q9C0J1
9606.ENSP00000316173	Q9BYG0
9606.ENSP00000435352	Q6ZMB0
9606.ENSP00000287590	Q8NFL0
9606.ENSP00000312700	Q7Z7M8
9606.ENSP00000400157	Q6UX72
9606.ENSP00000319979	Q67FW5
9606.ENSP00000303740	Q9Y5Z6
9606.ENSP00000356404	O43825
9606.ENSP00000390784	O96024
9606.ENSP00000343318	Q9Y2C3
9606.ENSP00000368496	Q96L58
9606.ENSP00000309096	O43505
9606.ENSP00000341562	Q00973
9606.ENSP00000300404	Q8NHY0
9606.ENSP00000266383	Q6L9W6
9606.ENSP00000328277	Q76KP1
9606.ENSP00000369055	P15291
9606.ENSP00000310696	O60909
9606.ENSP00000320965	O60512
9606.ENSP00000352144	O60513
9606.ENSP00000360776	O43286
9606.ENSP00000306459	Q9UBX8
9606.ENSP00000029410	Q9UBV7
9606.ENSP00000261499	Q9UPM9
9606.ENSP00000243578	Q9BPU9
9606.ENSP00000401738	P0C853
9606.ENSP00000259407	Q14032
9606.ENSP00000352408	Q9NWV8
9606.ENSP00000311202	Q8WZ19
9606.ENSP00000226225	Q13829
9606.ENSP00000228495	Q9H3F6
9606.ENSP00000318585	P56817
9606.ENSP00000332979	Q9Y5Z0
9606.ENSP00000286800	O14867
9606.ENSP00000257749	Q9BYV9
9606.ENSP00000367086	O00154
9606.ENSP00000309103	Q92934
9606.ENSP00000439128	Q9H503
9606.ENSP00000310275	O75531
9606.ENSP00000420514	Q99933
9606.ENSP00000359727	O95816
9606.ENSP00000358081	O95817
9606.ENSP00000287322	O95429
9606.ENSP00000338814	Q9UL15
9606.ENSP00000365131	P46379
9606.ENSP00000472450	Q13072
9606.ENSP00000472450	Q86Y30
9606.ENSP00000472450	Q86Y29
9606.ENSP00000472450	Q86Y28
9606.ENSP00000472450	Q86Y27
9606.ENSP00000303486	Q9P281
9606.ENSP00000396976	Q8TBE0
9606.ENSP00000313046	O14514
9606.ENSP00000362762	O60241
9606.ENSP00000359630	O60242
9606.ENSP00000316338	Q9UQB8
9606.ENSP00000324510	O94812
9606.ENSP00000247178	Q6ZNE5
9606.ENSP00000353878	Q16611
9606.ENSP00000364683	Q13145
9606.ENSP00000320509	Q8NDB2
9606.ENSP00000286122	Q8N9N5
9606.ENSP00000448598	Q8IXM2
9606.ENSP00000417132	Q92560
9606.ENSP00000368414	Q9UHQ4
9606.ENSP00000392330	P51572
9606.ENSP00000260947	Q99728
9606.ENSP00000263610	Q9BZE3
9606.ENSP00000359474	Q9NY43
9606.ENSP00000253968	Q9HBU1
9606.ENSP00000281437	Q9UMQ3
9606.ENSP00000333769	P35613
9606.ENSP00000319281	P80723
9606.ENSP00000023064	P82251
9606.ENSP00000301887	Q8N1L9
9606.ENSP00000243440	Q9NR55
9606.ENSP00000286639	Q16520
9606.ENSP00000293288	Q07812
9606.ENSP00000353458	Q9NRL2
9606.ENSP00000342434	Q9UIG0
9606.ENSP00000446880	Q9UIF9
9606.ENSP00000376534	Q9UIF8
9606.ENSP00000404503	Q96PG8
9606.ENSP00000377577	Q8ND07
9606.ENSP00000376946	Q8TAM1
9606.ENSP00000319062	Q6ZW61
9606.ENSP00000317469	Q8NFJ9
9606.ENSP00000245157	Q9BXC9
9606.ENSP00000268057	Q96RK4
9606.ENSP00000295240	Q8N3I7
9606.ENSP00000264499	Q8IWZ6
9606.ENSP00000319974	Q8WY36
9606.ENSP00000338774	Q9H165
9606.ENSP00000349723	Q9C0K0
9606.ENSP00000270233	P50895
9606.ENSP00000339826	Q6ZUJ8
9606.ENSP00000391669	P56945
9606.ENSP00000260502	O75815
9606.ENSP00000379290	O75363
9606.ENSP00000375067	Q9H6U6
9606.ENSP00000351642	Q8TDM0
9606.ENSP00000443459	P54687
9606.ENSP00000322991	O15382
9606.ENSP00000357748	Q9P287
9606.ENSP00000359606	Q9NWK9
9606.ENSP00000258168	Q9HAY6
9606.ENSP00000350314	Q9BYV7
9606.ENSP00000219794	O14874
9606.ENSP00000271015	O95999
9606.ENSP00000329623	P10415
9606.ENSP00000164227	P20749
9606.ENSP00000293805	Q8N143
9606.ENSP00000232014	P41182
9606.ENSP00000223368	Q9BQE9
9606.ENSP00000215115	Q8WUZ0
9606.ENSP00000335320	Q86UU0
9606.ENSP00000234739	O00512
9606.ENSP00000435210	Q9NYF8
9606.ENSP00000218147	Q5H9F3
9606.ENSP00000367705	Q6W2J9
9606.ENSP00000303507	P11274
9606.ENSP00000352219	Q9Y276
9606.ENSP00000040738	Q8NFC6
9606.ENSP00000467843	Q8IYS8
9606.ENSP00000296424	Q9BUT1
9606.ENSP00000350914	Q02338
9606.ENSP00000414303	P23560
9606.ENSP00000351575	A6H8Y1
9606.ENSP00000442793	Q3B7T3
9606.ENSP00000355231	Q14457
9606.ENSP00000347301	Q9BUH8
9606.ENSP00000369372	Q8NDZ0
9606.ENSP00000358038	Q5T5X7
9606.ENSP00000421169	Q6ZU67
9606.ENSP00000360899	Q7L4P6
9606.ENSP00000359782	Q5SZJ8
9606.ENSP00000345773	Q8N7W2
9606.ENSP00000399709	O76090
9606.ENSP00000042931	Q8NFU1
9606.ENSP00000332413	Q8N1M1
9606.ENSP00000361281	Q8NFU0
9606.ENSP00000372210	Q9NYM9
9606.ENSP00000222547	O15155
9606.ENSP00000252453	Q6UXH0
9606.ENSP00000361813	Q9HBH7
9606.ENSP00000442521	Q9BXY8
9606.ENSP00000299872	Q00994
9606.ENSP00000361776	Q9NWD9
9606.ENSP00000328030	Q5H9J7
9606.ENSP00000261658	Q9NZS9
9606.ENSP00000367104	Q12934
9606.ENSP00000304987	Q13515
9606.ENSP00000306920	P16278
9606.ENSP00000416330	Q15582
9606.ENSP00000302728	P08236
9606.ENSP00000375248	Q7RTU4
9606.ENSP00000326391	Q7RTS1
9606.ENSP00000318799	Q8NFJ8
9606.ENSP00000359371	Q8NDY6
9606.ENSP00000256495	O14503
9606.ENSP00000242728	Q9C0J9
9606.ENSP00000354675	Q6PI77
9606.ENSP00000402674	C9JSJ3
9606.ENSP00000274353	Q93088
9606.ENSP00000255192	Q9H2M3
9606.ENSP00000389277	P55061
9606.ENSP00000005260	Q9UHR4
9606.ENSP00000371085	Q6UXY1
9606.ENSP00000362993	Q9H694
9606.ENSP00000281474	Q96G01
9606.ENSP00000349351	Q8TD16
9606.ENSP00000380690	Q6ZP65
9606.ENSP00000373998	A1A5D9
9606.ENSP00000318822	P55957
9606.ENSP00000265523	P53004
9606.ENSP00000262215	Q9Y6D6
9606.ENSP00000360985	Q9Y6D5
9606.ENSP00000251691	Q5TH69
9606.ENSP00000216115	Q13323
9606.ENSP00000316779	O00499
9606.ENSP00000267012	Q9UBW5
9606.ENSP00000276416	Q9NQY0
9606.ENSP00000428657	Q13075
9606.ENSP00000227758	Q13490
9606.ENSP00000263464	Q13489
9606.ENSP00000393596	Q9NR09
9606.ENSP00000217169	Q96CA5
9606.ENSP00000412957	Q96P09
9606.ENSP00000257336	Q86UB2
9606.ENSP00000216629	P46663
9606.ENSP00000307713	P30411
9606.ENSP00000447537	P78537
9606.ENSP00000359398	Q6QNY1
9606.ENSP00000393840	Q6QNY0
