gene,TP53_pval,TP53_cor,e3_ligase
ATP7B,0.508887282,-0.2752,
ACOT1,0.210602923,-0.2751,
SNF8,0.210652263,-0.2748,
SLIT1,0.457540559,-0.2747,
VARS,0.210652263,-0.2746,
NUDT16,0.210652263,-0.2746,
MRPL23,0.211284615,-0.2742,
TJP1,0.211284615,-0.2742,
NQO2,0.211284615,-0.2738,
HDGFRP3,0.211284615,-0.2737,
RAB17,0.344132,-0.2737,
PNPLA4,0.211284615,-0.2736,
CRYBB1,0.442473575,-0.2733,
CST3,0.212382748,-0.2732,
SNX16,0.212382748,-0.2732,
NSUN3,0.54632587,-0.2731,
PDLIM4,0.212531868,-0.2729,
ZNF580,0.546753843,-0.2728,
CHAD,0.212615842,-0.2725,
IQSEC2,0.212972162,-0.2724,
PTP4A2,0.212615842,-0.2724,
PRKCDBP,0.212615842,-0.2724,
CASS4,0.249119752,-0.2724,
PPIP5K1,0.214098722,-0.2719,
PCCA,0.214448235,-0.2718,
IVD,0.214448235,-0.2717,
ENOSF1,0.215005871,-0.2715,
GATA2,0.215561328,-0.2713,
MMP19,0.23669042,-0.2709,
HSPB6,0.215825969,-0.2709,
EPM2A,0.267379366,-0.2708,
FTO,0.216086538,-0.2707,
ANGPTL2,0.216086538,-0.2705,
EXOC8,0.218368821,-0.2696,
FAM98C,0.219225733,-0.2692,
PPP4C,0.219225733,-0.2691,
ZNF385A,0.220074576,-0.2688,
SPON1,0.221022969,-0.2685,
CCBL2,0.221022969,-0.2683,
TOLLIP,0.221022969,-0.2682,
LDHD,0.222058791,-0.2679,
EPS8,0.22216126,-0.2677,
FAF2,0.22216126,-0.2677,
REM2,0.511950366,-0.2677,
AMPH,0.222970906,-0.267,
SEC23A,0.222970906,-0.2669,
PCBD2,0.224480073,-0.2665,
NPNT,0.224480073,-0.2664,
DCAF7,0.224480073,-0.2664,
SEMA3B,0.24392083,-0.2663,
FIS1,0.224775318,-0.2663,
TAF9,0.240694426,-0.2663,
LAMTOR2,0.226550495,-0.2656,
TAF13,0.30301919,-0.2655,
CAPN7,0.226550495,-0.2655,
RUSC1,0.226550495,-0.2655,
VPS52,0.228705546,-0.2648,
DCTN5,0.228984478,-0.2647,
SRPX2,0.229058133,-0.2645,
TCEAL2,0.231310382,-0.264,
TBC1D13,0.232053357,-0.2636,
BCL2,0.306782015,-0.2635,
C12orf57,0.23232,-0.2635,
TXNDC16,0.519570041,-0.2633,
SPATA20,0.23366825,-0.2632,
FGF1,0.233929474,-0.263,
MBLAC1,0.279689254,-0.2629,
S100A13,0.233984615,-0.2629,
VRK3,0.234652576,-0.2627,
STRADA,0.234657831,-0.2625,
MAN2A1,0.234657831,-0.2623,
COL6A2,0.234657831,-0.2623,
COQ10B,0.244733811,-0.2621,
CNTNAP4,0.235112715,-0.2618,
MEA1,0.235566038,-0.2617,
SHMT1,0.235566038,-0.2616,
E4F1,0.448492601,-0.2616,
PAPPA-AS1,0.250084746,-0.2616,
ZMYND10,0.429913914,-0.2616,
DDB2,0.23669042,-0.2612,
CCS,0.23669042,-0.2612,
SYNPO2L,0.278572554,-0.2611,
GRHPR,0.23669042,-0.261,
SENP8,0.251027183,-0.2608,
SYPL1,0.23669042,-0.2607,
GOLPH3L,0.23669042,-0.2606,
TANK,0.23669042,-0.2606,
ART4,0.237330311,-0.2604,
POLR3B,0.237570519,-0.2602,
MAPK8,0.238843478,-0.2599,
TMEM192,0.260742368,-0.2598,
DDR1,0.239478363,-0.2598,
EPM2AIP1,0.240694426,-0.2591,
SEC13,0.240694426,-0.2591,
BCAT2,0.240694426,-0.2591,
SEMA3A,0.284401977,-0.2589,
MATN3,0.388950285,-0.2588,
CDC42BPB,0.240694426,-0.2588,
NUMA1,0.240694426,-0.2588,
HDAC10,0.24775832,-0.2586,
HARS,0.241539869,-0.2583,
EXOC1,0.241539869,-0.2583,
TSPAN4,0.509140538,-0.2582,
RABL2A,0.241789115,-0.2581,
SYTL4,0.241789115,-0.2581,
FAM198B,0.284935614,-0.258,
ENTPD5,0.253627865,-0.2577,
FRK,0.242450645,-0.2577,
ARRB1,0.242231205,-0.2577,
SULT2B1,0.242231205,-0.2577,
SCGB1D2,0.250274023,-0.2576,
SH3BGRL2,0.243276849,-0.2573,
PURG,0.243687961,-0.2572,
WNT5B,0.465071847,-0.2569,
RBKS,0.24392083,-0.2568,
GDF15,0.343796507,-0.2567,
UBP1,0.244733811,-0.2565,
WWOX,0.24494381,-0.2563,
GMPR2,0.245374488,-0.256,
STK11IP,0.245374488,-0.256,
ANKRD40,0.276799225,-0.2559,
PCSK1,0.53421897,-0.2558,
SDPR,0.246172057,-0.2557,
WASL,0.246172057,-0.2556,
TSPAN14,0.28943848,-0.2556,
AP1B1,0.247158027,-0.2554,
C6orf120,0.445436701,-0.2549,
KIAA1279,0.24775832,-0.2549,
CHDC2,0.555787598,-0.2549,
PEX1,0.249119752,-0.2544,
COPRS,0.249892819,-0.2543,
LURAP1L,0.337318156,-0.2542,
FARP2,0.250084746,-0.2541,
ACOT8,0.250274023,-0.2539,
CCDC67,0.253995512,-0.2538,
NUCB2,0.251027183,-0.2536,
DNAJC24,0.440876563,-0.2536,
PIK3C2A,0.251027183,-0.2535,
RBM46,0.251027183,-0.2535,
RERG,0.258546927,-0.2534,
THNSL2,0.304270199,-0.2531,
THBS4,0.252526792,-0.2529,
PNKP,0.252526792,-0.2527,
MCEE,0.253269827,-0.2525,
ERLIN2,0.253627865,-0.2521,
RPS6KA5,0.253995512,-0.252,
PPP2CB,0.254362061,-0.2518,
LRRC71,0.512693006,-0.2515,
INO80C,0.261657465,-0.2515,
IFT172,0.255075872,-0.2514,
CORO2A,0.255248889,-0.2514,
NT5C,0.255248889,-0.2513,
SAR1B,0.255610059,-0.2512,
WBP2,0.255781255,-0.2511,
ASL,0.255781255,-0.2511,
HSPA12A,0.256290323,-0.2508,
EDIL3,0.357396696,-0.2507,
RABL2B,0.256290323,-0.2507,
AP3M2,0.25700117,-0.2504,
TRIAP1,0.257167323,-0.2503,
APOA1BP,0.257167323,-0.2502,
TAF1A,0.480192308,-0.2501,
PTPLAD1,0.257707872,-0.2501,
PCOLCE,0.258247633,-0.2499,
RUFY1,0.258546927,-0.2496,
PCBD1,0.258707937,-0.2495,
PEX6,0.258707937,-0.2495,
GBF1,0.259054755,-0.2494,
CDKN1C,0.517543623,-0.2491,
PRELP,0.259558938,-0.2491,
KPNA5,0.259558938,-0.249,
EPN1,0.260742368,-0.2486,
C11orf73,0.260742368,-0.2486,
RNASEH1P1,0.260742368,-0.2485,
AP3M1,0.261388085,-0.2481,
KRT13,0.261657465,-0.248,
MZT2B,0.261657465,-0.2478,
AMDHD1,0.608841873,-0.2475,
GLOD4,0.263543018,-0.2473,
LMCD1,0.26463338,-0.2468,
DAZAP2,0.272640053,-0.2464,
FGD3,0.26469234,-0.2463,
THUMPD3,0.265338472,-0.2461,
COPS3,0.265842916,-0.2459,
CEP76,0.391146375,-0.2458,
KANK2,0.266163736,-0.2458,
TP53BP1,0.266620123,-0.2456,
MBD1,0.266620123,-0.2455,
CNRIP1,0.267246486,-0.2454,
IRX5,0.267246486,-0.2453,
VAV3,0.267246486,-0.2452,
C12orf29,0.267246486,-0.2451,
CD36,0.267246486,-0.2451,
MLF2,0.28439352,-0.245,
RXRA,0.267246486,-0.2449,
WDR55,0.267246486,-0.2448,
NME7,0.267246486,-0.2448,
ASNSD1,0.445013069,-0.2444,
MSH3,0.268444236,-0.2443,
TMEM11,0.268444236,-0.2442,
FASN,0.268444236,-0.2442,
USP4,0.268882031,-0.244,
OS9,0.269369292,-0.2439,
DHX32,0.270107375,-0.2437,
BCAS3,0.270107375,-0.2435,
SRR,0.270894695,-0.2434,
RARA,0.28394813,-0.2433,
AHCYL2,0.271678888,-0.2431,
ABHD10,0.271678888,-0.243,
HDAC11,0.303286062,-0.243,
RRN3,0.292019569,-0.2422,
SCRN2,0.275192932,-0.242,
MAGED2,0.275079344,-0.242,
NUDT18,0.275192932,-0.2419,
DNTTIP1,0.276222539,-0.2414,
CMA1,0.276222539,-0.2413,
RRM1,0.276332515,-0.2411,
HEATR2,0.276332515,-0.2411,
FABP4,0.277301799,-0.2407,
COL6A1,0.277621725,-0.2405,
RUVBL1,0.277621725,-0.2405,
AOC3,0.277621725,-0.2404,
HDHD2,0.277621725,-0.2404,
MYOF,0.277621725,-0.2403,
ANXA6,0.277727551,-0.2402,
GNS,0.277832973,-0.2402,
CCL28,0.468751972,-0.2402,
YDJC,0.418996947,-0.2401,
USP13,0.277832973,-0.2401,
SDHAF1,0.599492285,-0.2399,
PTPRG,0.323302344,-0.2399,
SDR39U1,0.279309321,-0.2397,
ARAF,0.279309321,-0.2396,
PCDHB7,0.574315533,-0.2396,
STK19,0.486350211,-0.2393,
TSEN54,0.280774479,-0.2393,
DENND5A,0.284581169,-0.239,
GNB1,0.2816,-0.2389,
TUSC2,0.316141019,-0.2389,
POLR3H,0.31284554,-0.2388,
CRK,0.281793103,-0.2388,
IFT43,0.282514143,-0.2384,
CASP6,0.28278525,-0.2384,
PBX2,0.28394813,-0.238,
SMOC2,0.284401977,-0.2378,
ISCA2,0.284401977,-0.2378,
DDHD2,0.284401977,-0.2378,
NDOR1,0.284401977,-0.2377,
RAB27B,0.284401977,-0.2377,
SHROOM3,0.284401977,-0.2376,
COPG2,0.284401977,-0.2375,
WDR44,0.284401977,-0.2375,
ANGEL2,0.284401977,-0.2375,
SVEP1,0.290656085,-0.2375,
AP2A2,0.284581169,-0.2373,
ABI3BP,0.284581169,-0.2373,
ATIC,0.284845237,-0.2372,
HOMEZ,0.321115213,-0.2372,
ATG2B,0.284935614,-0.237,
COL5A2,0.284935614,-0.2369,
MGLL,0.284935614,-0.2369,
PGR,0.285023415,-0.2368,
SPG11,0.286152555,-0.2365,
UBA1,0.286152555,-0.2365,
IAH1,0.286237766,-0.2364,
CETN3,0.286322667,-0.2363,
NAA35,0.286659206,-0.2361,
FAM120A,0.286659206,-0.236,
TMF1,0.28699772,-0.2356,
UBXN6,0.28699772,-0.2356,
MARVELD3,0.596804871,-0.2353,
AP3B1,0.289282956,-0.2349,
METTL2B,0.28943848,-0.2348,
ITGA7,0.28943848,-0.2347,
TC2N,0.289515827,-0.2346,
GPD1,0.289575486,-0.2345,
SH3D19,0.289575486,-0.2345,
MMP2,0.289575486,-0.2345,
CIAO1,0.290901233,-0.234,
MRFAP1,0.290901233,-0.2339,
CCAR2,0.29146269,-0.2336,
SGCD,0.292019569,-0.2333,
PALM,0.292019569,-0.2333,
NRG2,0.558525825,-0.233,
DYNC2LI1,0.331644143,-0.2328,
KIAA1551,0.515667942,-0.2328,
C11orf68,0.293188697,-0.2328,
NOXA1,0.37989721,-0.2327,
SRCIN1,0.293188697,-0.2327,
STRN3,0.293188697,-0.2327,
MANSC1,0.386136003,-0.2326,
GMFB,0.294237975,-0.2323,
PLCD4,0.58021759,-0.2322,
CTSD,0.295580767,-0.2319,
ARL2,0.296215543,-0.2317,
TENC1,0.296215543,-0.2317,
C17orf103,0.518740703,-0.2315,
TSC2,0.297248347,-0.2314,
MRPL3,0.29701758,-0.2314,
LIPE,0.297430516,-0.2313,
MAMDC2,0.297430516,-0.2312,
UFL1,0.297430516,-0.2311,
HIF1AN,0.297430516,-0.2311,
AP1G2,0.299583475,-0.2306,
SERPINF1,0.300373997,-0.2304,
EFCAB4A,0.346347125,-0.2304,
JMJD8,0.521533367,-0.2302,
NME3,0.302195328,-0.2296,
PRKAR2B,0.302195328,-0.2296,
PDLIM1,0.302195328,-0.2294,
SCUBE3,0.350345537,-0.2294,
DHRS4,0.302195328,-0.2293,
PGM5,0.302195328,-0.2293,
COL6A3,0.302633074,-0.2291,
NTRK3,0.643860964,-0.229,
FLT4,0.310430655,-0.229,
TP73,0.359533677,-0.229,
ELP3,0.303286062,-0.2288,
HSD17B1,0.568867966,-0.2286,
VPS28,0.304270199,-0.2286,
NSUN7,0.586881401,-0.2286,
CFD,0.304867879,-0.2284,
TESK1,0.600254646,-0.2283,
TTC37,0.305341164,-0.2282,
PIGN,0.559392483,-0.2282,
PPP2R4,0.305341164,-0.2281,
SPOPL,0.31284554,-0.2279,
SAR1A,0.305598905,-0.2279,
ICT1,0.30568838,-0.2278,
DHRS4L2,0.30568838,-0.2278,
ESR1,0.30568838,-0.2278,
ANKRD16,0.30568838,-0.2277,
NIT2,0.306276906,-0.2276,
C5orf54,0.382261611,-0.2276,
WDR13,0.306530147,-0.2274,
SMYD2,0.306782015,-0.2272,
RFESD,0.519570041,-0.2272,
ALDH3A2,0.308515846,-0.2266,
FBRS,0.528644705,-0.2266,
GSS,0.308515846,-0.2265,
PFAS,0.308515846,-0.2265,
FER,0.308515846,-0.2264,
METTL2A,0.308515846,-0.2264,
MYO1D,0.30872,-0.2263,
ECHS1,0.308758783,-0.2261,
ETFDH,0.308758783,-0.2261,
DYNLT3,0.309127001,-0.226,
SLC32A1,0.357488069,-0.226,
CCBL1,0.316917093,-0.2259,
NAP1L4,0.310229302,-0.2258,
MTA3,0.311032149,-0.2255,
PCYOX1L,0.311032149,-0.2255,
DPYS,0.311595975,-0.2253,
PRKG1,0.311993023,-0.2251,
PMVK,0.312190919,-0.225,
CEACAM5,0.364228787,-0.2249,
PTPN23,0.31284554,-0.2247,
HNRNPA0,0.31284554,-0.2246,
ACTR10,0.31284554,-0.2246,
C1orf123,0.314176526,-0.2242,
SNX24,0.314176526,-0.2241,
LPIN2,0.314176526,-0.2241,
ESD,0.314369567,-0.224,
BOD1,0.314369567,-0.224,
SNTB2,0.314946286,-0.2238,
MRPL33,0.314946286,-0.2237,
PPM1J,0.395702462,-0.2234,
KPNA6,0.315383359,-0.2234,
GOLGA1,0.315573361,-0.2233,
C9orf142,0.315762971,-0.2232,
SEPT2,0.31595219,-0.2232,
ECI1,0.316141019,-0.2231,
TRIM14,0.31632946,-0.223,
NEO1,0.316355031,-0.2229,
PRR15,0.342603596,-0.2229,
CELSR1,0.316917093,-0.2226,
MRC2,0.317637774,-0.2224,
ARHGEF17,0.317637774,-0.2224,
PRADC1,0.571412743,-0.2224,
COL1A1,0.319025777,-0.2221,
UBTD1,0.509016513,-0.222,
TSHR,0.375048204,-0.2219,
C1QBP,0.319555036,-0.2219,
C5orf30,0.408713379,-0.2215,
AGO1,0.321869084,-0.221,
TATDN3,0.322581344,-0.2207,
PPP2R2A,0.322581344,-0.2207,
PPIL3,0.322565746,-0.2207,
AK1,0.323302344,-0.2204,
ASH2L,0.323302344,-0.2203,
RIC8A,0.323302344,-0.2203,
HEATR6,0.323302344,-0.2203,
PIP4K2C,0.323302344,-0.2203,
ACTR1B,0.323316733,-0.2202,
ACOT4,0.323316733,-0.2202,
IPO4,0.323331079,-0.2201,
SIAE,0.323331079,-0.2201,
UFSP2,0.323868317,-0.2199,
STAM2,0.323868317,-0.2198,
LEPREL2,0.323868317,-0.2198,
BCL7C,0.325053254,-0.2194,
USP8,0.325053254,-0.2194,
HPS6,0.325908734,-0.219,
ZNF446,0.353584936,-0.2188,
FBLN5,0.327235208,-0.2187,
C10orf12,0.5448,-0.2187,
DLG5,0.327235208,-0.2186,
LARP1,0.32773125,-0.2185,
ANXA11,0.32773125,-0.2185,
COPE,0.328885019,-0.2181,
MCCC2,0.330506706,-0.2178,
PACS2,0.330997674,-0.2176,
TNFAIP8L1,0.368369307,-0.2176,
XPA,0.330997674,-0.2175,
BBS7,0.356714286,-0.2175,
DSCR3,0.331644143,-0.2174,
IRF2BPL,0.331966909,-0.2173,
SNX27,0.332289362,-0.2172,
PDZD11,0.332292152,-0.217,
MUTYH,0.735830528,-0.217,
HOXD8,0.557196119,-0.2168,
CDYL2,0.366753372,-0.2166,
FST,0.344850748,-0.2165,
DTYMK,0.333410315,-0.2164,
PAXIP1,0.333885932,-0.2163,
STARD5,0.333885932,-0.2162,
CLEC11A,0.334517222,-0.2161,
C4A,0.33436019,-0.2161,
PMP2,0.334986528,-0.2158,
EVL,0.33530128,-0.2158,
FBN1,0.335611926,-0.2156,
SYNJ2,0.335611926,-0.2156,
CIB1,0.335611926,-0.2156,
PHLDB1,0.337318156,-0.2151,
PEX26,0.680326312,-0.2151,
PDGFRL,0.337457732,-0.2149,
UNC119,0.337457732,-0.2148,
SCUBE2,0.337457732,-0.2148,
PLCL1,0.338235316,-0.2146,
COG5,0.338853533,-0.2144,
GPN2,0.440685434,-0.2143,
TTLL7,0.491991319,-0.2143,
GCC2,0.340204647,-0.2139,
CSTF1,0.340204647,-0.2139,
VAMP3,0.340510543,-0.2138,
NAA38,0.350211011,-0.2138,
SNX5,0.340952107,-0.2136,
AKR1A1,0.341694737,-0.2135,
FAM114A2,0.341694737,-0.2133,
NUP43,0.341694737,-0.2133,
EBF1,0.557094085,-0.2132,
AKAP10,0.342748042,-0.213,
PPAPDC2,0.536084623,-0.213,
SULF2,0.344132,-0.2126,
ITGBL1,0.344132,-0.2125,
COL1A2,0.344132,-0.2124,
ACSS3,0.344132,-0.2123,
TIMP3,0.344132,-0.2122,
SPAG9,0.344132,-0.2122,
TTC39A,0.344132,-0.2121,
CAP2,0.344132,-0.2121,
CINP,0.344132,-0.2121,
RMDN2,0.407131272,-0.212,
PDLIM7,0.344570132,-0.2119,
PLCD3,0.370181774,-0.2113,
BAP1,0.39283658,-0.2111,
SYTL2,0.348744279,-0.2111,
APPL1,0.350211011,-0.2108,
KRT80,0.350345537,-0.2107,
FAM208A,0.350542537,-0.2104,
IKBKAP,0.350542537,-0.2104,
ANPEP,0.350542537,-0.2103,
PTP4A1,0.351413071,-0.2102,
TGFBI,0.351652477,-0.21,
TFF1,0.370107485,-0.21,
NMRAL1,0.351652477,-0.21,
HID1,0.351652477,-0.2099,
MYO1C,0.351652477,-0.2099,
ARHGEF37,0.351759038,-0.2098,
CXCL12,0.355683049,-0.2098,
GMPPB,0.352178035,-0.2096,
SEC24A,0.352308841,-0.2096,
GLB1,0.353326054,-0.2094,
TAF4,0.353584936,-0.2092,
PUS7L,0.385610213,-0.2092,
SREK1,0.353999469,-0.2091,
MAPK3,0.353999469,-0.2091,
SHOC2,0.3542,-0.2089,
TNN,0.3542,-0.2088,
SNX2,0.354894635,-0.2086,
ISOC1,0.355683049,-0.2084,
RNASE4,0.355683049,-0.2084,
AAR2,0.355683049,-0.2083,
AZI2,0.362586745,-0.2082,
MAPKAPK2,0.356215385,-0.2081,
RBM47,0.356215385,-0.2081,
DNAH1,0.513809514,-0.208,
PKNOX2,0.395695434,-0.208,
MMP10,0.363352926,-0.2079,
PLA2G4C,0.641474045,-0.2079,
IPO11,0.356714286,-0.2079,
PIGQ,0.483983801,-0.2076,
ABHD4,0.36033467,-0.2076,
VWA5A,0.357488069,-0.2075,
NTM,0.515167805,-0.2073,
MAOA,0.358068507,-0.2072,
COL3A1,0.358068507,-0.2071,
TCP11L2,0.474422697,-0.2071,
GATSL2,0.405942919,-0.207,
SIX1,0.693460088,-0.2069,
DPP3,0.359773585,-0.2066,
MSRB2,0.36033467,-0.2063,
SORBS1,0.36033467,-0.2063,
NUBP2,0.36033467,-0.2062,
NARFL,0.36033467,-0.2062,
CYB5A,0.36033467,-0.2061,
HSD17B7,0.36033467,-0.2061,
CCDC80,0.361114419,-0.2059,
RARS,0.361502804,-0.2058,
FAHD1,0.361773418,-0.2057,
ACTR1A,0.362355349,-0.2055,
SLC2A10,0.626596242,-0.2055,
RMDN3,0.362355349,-0.2054,
GP2,0.362586745,-0.2052,
EXOC5,0.362586745,-0.2052,
NINJ1,0.479010466,-0.2051,
ARHGAP35,0.363238264,-0.205,
DOCK1,0.363467396,-0.2049,
TIMP1,0.363352926,-0.2049,
TRIO,0.363467396,-0.2049,
ENOPH1,0.363848571,-0.2048,
PDE6C,0.401987069,-0.2047,
ACAT1,0.364986354,-0.2044,
EIF4E3,0.371374566,-0.2044,
CLINT1,0.364986354,-0.2044,
R3HCC1,0.385873717,-0.2042,
OSGEP,0.365934253,-0.2042,
MBLAC2,0.376733386,-0.2042,
FBXW9,0.366421202,-0.204,
BOLA1,0.366642833,-0.2039,
PGLS,0.367303317,-0.2036,
VASH1,0.429867513,-0.2036,
MREG,0.64098599,-0.2036,
DCTPP1,0.367303317,-0.2035,
SBSPON,0.367303317,-0.2035,
QDPR,0.367696905,-0.2034,
PLXNA3,0.367696905,-0.2032,
PECR,0.367696905,-0.2032,
SETD7,0.367696905,-0.2032,
AP3B2,0.368477329,-0.203,
PDK2,0.369317995,-0.2027,
BAG4,0.369335135,-0.2026,
SLC27A5,0.386136003,-0.2024,
COX10,0.370181774,-0.2021,
IGFBP6,0.387039785,-0.2021,
PDXDC1,0.370181774,-0.2021,
HPN,0.414384556,-0.2021,
SIRT1,0.370181774,-0.202,
MOCS2,0.370181774,-0.202,
HEXA,0.370542219,-0.2019,
NT5DC1,0.371006002,-0.2017,
GFRA1,0.371374566,-0.2016,
CAAP1,0.371374566,-0.2015,
TTC26,0.38042069,-0.2014,
GNPTG,0.371477854,-0.2014,
OAF,0.39283658,-0.2014,
TPP1,0.372086186,-0.2012,
LAMB2,0.372094099,-0.2011,
UFC1,0.372094099,-0.2011,
CASKIN2,0.372094099,-0.201,
CLEC16A,0.37395072,-0.2005,
NANS,0.374050999,-0.2005,
SRPX,0.374050999,-0.2005,
SEPHS2,0.376042231,-0.2,
BPIFA3,0.410480283,-0.2,
APBB2,0.376238504,-0.1998,
AEBP1,0.378063417,-0.1994,
HRNR,0.378063417,-0.1994,
MRPL49,0.378255481,-0.1993,
SCOC,0.378255481,-0.1993,
MAPK15,0.379221426,-0.1989,
AASS,0.379559717,-0.1987,
ARAP1,0.379803225,-0.1987,
KIF13A,0.379559717,-0.1987,
WDR7,0.37989721,-0.1986,
LARS,0.38042069,-0.1984,
TFPI,0.513571986,-0.198,
DACH1,0.38945252,-0.198,
PEX7,0.417989294,-0.1977,
REEP3,0.398276529,-0.1976,
KLHL42,0.437794226,-0.1976,
IL23R,0.476693426,-0.1975,
GRID2,0.699142699,-0.1974,
DDX20,0.384840902,-0.1973,
EDARADD,0.408971469,-0.1973,
RNLS,0.428823498,-0.1972,
ITPKA,0.58661398,-0.1972,
BSPRY,0.385135424,-0.1972,
SNX33,0.385135424,-0.1972,
EXOC3,0.385135424,-0.1971,
RABL3,0.385135424,-0.1971,
ITSN1,0.385135424,-0.1971,
AES,0.385135424,-0.197,
CAMK1,0.386136003,-0.1966,
SNX4,0.386136003,-0.1966,
PLTP,0.386223163,-0.1965,
PGAM4,0.386694195,-0.1964,
KPNA1,0.387015822,-0.1963,
FARSB,0.387015822,-0.1963,
SCFD2,0.386929439,-0.1963,
MICU2,0.38846458,-0.1957,
PLIN4,0.38893013,-0.1956,
CDO1,0.443233548,-0.1956,
ARPP19,0.389182344,-0.1955,
PRSS23,0.389369132,-0.1953,
PSMB6,0.389369132,-0.1952,
SEMA4F,0.39283658,-0.1952,
KIF18A,0.503405882,-0.1952,
ANKRD52,0.389369132,-0.1952,
ALKBH8,0.389535782,-0.1951,
ALAD,0.39022708,-0.1949,
D2HGDH,0.390539479,-0.1948,
ATP5S,0.391375764,-0.1947,
CTH,0.391834025,-0.1946,
MTURN,0.391834025,-0.1946,
PDGFRB,0.392439517,-0.1944,
PANK3,0.392748475,-0.1943,
KIF13B,0.39283658,-0.1941,
POLR3F,0.39283658,-0.194,
KRT19,0.39283658,-0.1939,
PDCD2,0.406638877,-0.1939,
PRKAR2A,0.39283658,-0.1937,
ANXA5,0.39283658,-0.1936,
EEA1,0.39283658,-0.1936,
LYVE1,0.393814688,-0.1933,
IFT46,0.459007353,-0.1932,
ELP5,0.394263158,-0.1932,
SDR16C5,0.394564828,-0.1931,
ANG,0.394487143,-0.1931,
MCTS1,0.395319956,-0.1928,
ANKRD28,0.395097269,-0.1928,
CCRN4L,0.505262753,-0.1927,
FOXP3,0.66468517,-0.1927,
PKP2,0.396733333,-0.1923,
MAPK11,0.39725,-0.1921,
SYTL5,0.440685434,-0.192,
GLB1L,0.39849634,-0.1918,
DDO,0.466681715,-0.1917,
KTN1,0.399154808,-0.1917,
HYAL1,0.539813873,-0.1915,
TTC7B,0.418449011,-0.1914,
DRG2,0.400978102,-0.1913,
HDDC2,0.401049891,-0.1913,
SMARCC2,0.400978102,-0.1913,
CEP44,0.401267809,-0.1912,
WEE1,0.451111559,-0.1912,
PLEKHG2,0.454871455,-0.1911,
TPRG1,0.409437163,-0.1911,
SPIN1,0.401987069,-0.1909,
SCFD1,0.401987069,-0.1909,
GNPNAT1,0.401987069,-0.1909,
USP5,0.402490678,-0.1907,
KATNAL1,0.408192752,-0.1906,
CASP7,0.402922943,-0.1906,
ANKRD49,0.461357693,-0.1904,
TP53INP2,0.449112096,-0.1902,
FAP,0.406010397,-0.1899,
NCKIPSD,0.406010397,-0.1899,
MRE11A,0.406145061,-0.1898,
SNX3,0.406638877,-0.1897,
CBX5,0.407197557,-0.1895,
HSD11B2,0.679748949,-0.1894,
SPDEF,0.420910535,-0.1894,
TYW3,0.557963066,-0.1893,
ITIH5,0.408323468,-0.1892,
TSEN15,0.408323468,-0.1892,
PDCD4,0.408713379,-0.1889,
SLC27A3,0.408713379,-0.1889,
SLC10A5,0.525445805,-0.1888,
PRUNE,0.408761566,-0.1888,
XPC,0.409437163,-0.1885,
PRAF2,0.409646083,-0.1884,
ZNF335,0.658084303,-0.1884,
TXNL4B,0.4414962,-0.1884,
CFH,0.409854855,-0.1883,
NME6,0.445682222,-0.1881,
IMPACT,0.410480283,-0.1881,
SCAMP4,0.411395329,-0.188,
KDM1A,0.411603113,-0.1879,
KLHDC4,0.41201824,-0.1879,
HDAC3,0.41201824,-0.1878,
STX16,0.412141617,-0.1878,
DPM1,0.412141617,-0.1877,
TNFAIP8L3,0.425584506,-0.1877,
PHF1,0.412141617,-0.1877,
UQCC2,0.4127622,-0.1876,
CCDC122,0.642210707,-0.1874,
ARR3,0.413853816,-0.1873,
GREM1,0.414384556,-0.1871,
DPCD,0.414384556,-0.1871,
CYGB,0.414384556,-0.1871,
HMBOX1,0.509516759,-0.1869,
CNOT7,0.416021001,-0.1868,
C1D,0.41634116,-0.1866,
PTGES3,0.41634116,-0.1866,
ZNF652,0.41634116,-0.1866,
DDAH1,0.416893468,-0.1865,
BCL3,0.417096648,-0.1864,
ARHGEF16,0.417851082,-0.1863,
MYLK4,0.417989294,-0.1861,
PPP2R1B,0.417989294,-0.1861,
SGK223,0.417989294,-0.186,
CCDC25,0.417989294,-0.186,
SFXN3,0.418045849,-0.186,
DHRS1,0.4182475,-0.1859,
GSTM3,0.419108385,-0.1857,
VPS4A,0.419052705,-0.1857,
C7orf43,0.419052705,-0.1857,
MZT2A,0.419565121,-0.1855,
PWWP2A,0.602989407,-0.1855,
SORBS3,0.419765479,-0.1855,
NCAM2,0.428345786,-0.1854,
OTOA,0.554991622,-0.1853,
GGPS1,0.421110083,-0.1852,
CTHRC1,0.42127195,-0.185,
VPS33A,0.421868365,-0.1849,
NCDN,0.423150481,-0.1847,
MPG,0.423150481,-0.1846,
BCAS1,0.423202887,-0.1846,
SLC7A2,0.551851602,-0.1845,
GADL1,0.680655688,-0.1845,
SEPT14,0.423598214,-0.1845,
CRMP1,0.42365024,-0.1845,
CORO1B,0.42365024,-0.1844,
EXT1,0.566463258,-0.184,
ALOX12B,0.470892399,-0.184,
TPPP,0.424948945,-0.1838,
GAS7,0.424948945,-0.1838,
C7orf26,0.438960971,-0.1836,
ERAL1,0.425684696,-0.1835,
STK36,0.594477871,-0.1834,
ZNF90,0.513809514,-0.1833,
TMEM8A,0.69836207,-0.1833,
TP53RK,0.42665542,-0.1833,
SSSCA1,0.426704672,-0.1832,
NDUFAF2,0.42665542,-0.1832,
PSMB3,0.426753857,-0.1831,
